text,text_name,line,word,ref,frag,norm,unicode_original,unicode_word,unicode,lemma_id,cf,pos,mask,sense,inst,reading,break_perc,unicode_splitted,break
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",1,4,IBYBdfbTbWOo8kvImtOfCiuNw80,ḥꜣ.t-ꜥ,ḥꜣ.t-ꜥ,𓄂𓐰𓂝,𓄂𓂝,"['𓄂', '𓂝']",853378,ḥꜣ.t-ꜥ,NOUN,,"Anfang (von etwas, mit versch. Präpositionen)",,,0.0,"['𓄂', '𓂝']","['complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",13,4,IBYBdVaDx0ldB0iNkBD0lbrxBnQ,1,1,𓏤,𓏤,['𓏤'],850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,['𓏤'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",14,2,IBYBgQoh585nUUbdqSV4laQPOK4,k.t,k.t,𓎢𓐰𓏏,𓎢𓏏,"['𓎢', '𓏏']",163760,ky,ADJ,,anderer,,,0.0,"['𓎢', '𓏏']","['complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",16,1,IBYBdU1WvvV2K05xuLzGluh7c8Y,sḏr,sḏr,<g>G175</g>,<g>G175</g>,"['<', 'g', '>', 'G', '1', '7', '5', '<', '/', 'g', '>']",150740,sḏr,VERB,,schlafen; liegen; die Nacht zubringen (ohne e. Tun),,,0.0,['G175'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",16,2,IBYBdZWdcZ5Uo0IfneUQW6hvFFE,n,n,𓈖,𓈖,['𓈖'],78870,n,PREP,,[Präposition],,,0.0,['𓈖'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",16,3,IBYBdZPamDgIAkMftAWdeGG7Nak,ꞽꜣd.t,ꞽꜣd.t,𓇲,𓇲,['𓇲'],21180,ꞽꜣd.t,NOUN,,Tau; Duft; Wasser,,,0.0,['𓇲'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",17,1,IBYBdRkjj4bDd01uuWPkreSM36k,ꜥtḫ,ꜥtḫ,<g>A36C</g>,<g>A36C</g>,"['<', 'g', '>', 'A', '3', '6', 'C', '<', '/', 'g', '>']",41820,ꜥtḫ,VERB,,durchseihen; auspressen,,,0.0,['A36C'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",18,1,IBYBdbYBr3LXmUhosqIriP0uQrQ,zwr,zwr,𓀁,𓀁,['𓀁'],130360,zwr,VERB,,trinken,,,0.0,['𓀁'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",18,2,IBYBda1oFAE7m0T1qsotXz3Q0jE,r,r,𓂋,𓂋,['𓂋'],400030,r,PREP,,zu (temp.); bis (temp.); lang (Dauer); [temporal],,,0.0,['𓂋'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",18,3,IBYBdTG9euGBwkSyrFfyYeIf4o4,hrw,hrw,𓇳,𓇳,['𓇳'],99060,hrw,NOUN,,Tag,,,0.0,['𓇳'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",18,4,IBYBdQRCa0JvS0zbnm3EZqykzSs,1,1,𓏤,𓏤,['𓏤'],850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,['𓏤'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",19,2,IBYBdcLo95keQkM6gB4BEZA0XD4,k.t,k.t,𓎢𓐰𓏏,𓎢𓏏,"['𓎢', '𓏏']",163760,ky,ADJ,,anderer,,,0.0,"['𓎢', '𓏏']","['complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",20,1,IBYBdWMcLLJCJkClgQcVyp7B6zg,tꞽꜥm,tꞽꜥm,𓍘𓂝𓐰𓅓𓆰𓐰𓏥,𓍘𓂝𓅓𓆰𓏥,"['𓍘', '𓂝', '𓅓', '𓆰', '𓏥']",169940,tꞽꜥm,NOUN,,[Pflanze (offizinell)],,,0.0,"['𓍘', '𓂝', '𓅓', '𓆰', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",20,2,IBYBdYbyfHry3E5ykZwmJPnrXLM,rʾ-8,rʾ-8,𓂋𓐰𓏽𓐰𓏽,𓂋𓏽𓏽,"['𓂋', '𓏽', '𓏽']",600569,1...n+++1/+2...1/n,NUM,,[Bruchzahl],,,0.0,"['𓂋', '𓏽', '𓏽']","['complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",20,3,IBYBda0Ol83Eq0DZmlYkvqtkth0,wꜥḥ,wꜥḥ,𓇹𓐰𓈒𓐱𓏥,𓇹𓈒𓏥,"['𓇹', '𓈒', '𓏥']",44830,wꜥḥ,NOUN,,Erdmandel (Rhizomknollen),,,0.0,"['𓇹', '𓈒', '𓏥']","['complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",20,4,IBYBdawGW6HRlEbtgo1SggIUDv4,rʾ-8,rʾ-8,𓂋𓐰𓏽𓐰𓏽,𓂋𓏽𓏽,"['𓂋', '𓏽', '𓏽']",600569,1...n+++1/+2...1/n,NUM,,[Bruchzahl],,,0.0,"['𓂋', '𓏽', '𓏽']","['complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",20,5,IBYBdaKqItzcRkYur8G3IaHrcmc,sntr,sntr,𓊹𓌢𓏏𓐰𓂋𓈒𓐰𓏥,𓊹𓌢𓏏𓂋𓈒𓏥,"['𓊹', '𓌢', '𓏏', '𓂋', '𓈒', '𓏥']",138670,snṯr,NOUN,,Weihrauch,,,0.0,"['𓊹', '𓌢', '𓏏', '𓂋', '𓈒', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",20,6,IBYBdcjjof22wknDhggciscaXdA,rʾ-64,rʾ-64,𓂋𓐰𓎐𓐰𓎐𓏽,𓂋𓎐𓎐𓏽,"['𓂋', '𓎐', '𓎐', '𓏽']",600569,1...n+++1/+2...1/n,NUM,,[Bruchzahl],,,0.0,"['𓂋', '𓎐', '𓎐', '𓏽']","['complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",20,7,IBYBdfCv6m74eEgwujZFRuLAIR4,tbn,tbn,𓏏|lb𓃀𓈖𓐰𓐎,𓏏𓃀𓈖𓐎,"['𓏏', '𓃀', '𓈖', '𓐎']",170690,tbn,NOUN,,Knochenmark,,,0.0,"['𓏏', '𓃀', '𓈖', '𓐎']","['complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",20,9,IBYBdUGmAnaWIExLlNuA4TOzGY0,rʾ-8,rʾ-8,𓂋𓐰𓏽𓐰𓏽,𓂋𓏽𓏽,"['𓂋', '𓏽', '𓏽']",600569,1...n+++1/+2...1/n,NUM,,[Bruchzahl],,,0.0,"['𓂋', '𓏽', '𓏽']","['complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",20,10,IBYBde5QxiYHWUhvl82RFTFcckc,ztꞽ,ztꞽ,𓐮𓏏𓐰𓏭𓈒𓐰𓏥,𓐮𓏏𓏭𓈒𓏥,"['𓐮', '𓏏', '𓏭', '𓈒', '𓏥']",147520,ztꞽ,NOUN,,Ocker,,,0.0,"['𓐮', '𓏏', '𓏭', '𓈒', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",20,11,IBYBdWOBNpatqkhYqwcqd9I8o7M,rʾ-32,rʾ-32,𓂋𓐰𓎏𓐰𓎆𓏻,𓂋𓎏𓎆𓏻,"['𓂋', '𓎏', '𓎆', '𓏻']",600569,1...n+++1/+2...1/n,NUM,,[Bruchzahl],,,0.0,"['𓂋', '𓎏', '𓎆', '𓏻']","['complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",20,12,IBYBdVJgYpKeYU9Jo0TNkV5dAxs,ꞽrp,ꞽrp,𓇋𓂋𓐰𓊪𓏌𓐰𓏥,𓇋𓂋𓊪𓏌𓏥,"['𓇋', '𓂋', '𓊪', '𓏌', '𓏥']",29740,ꞽrp,NOUN,,Wein (Getränk),,,0.0,"['𓇋', '𓂋', '𓊪', '𓏌', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",20,13,IBYBdStHzZfnO0q6k4WA2SNXICY,1/16,1/16,𓂄,𓂄,['𓂄'],600015,1/16,NUM,,1/16 [ⁿHeqat („Horusaugenbruch“)],,,0.0,['𓂄'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",21,1,IBYBdTHdTGdRckiNgCwDE0oFPhk,psi̯,psi̯,𓊮,𓊮,['𓊮'],62180,psi̯,VERB,,kochen; backen; erhitzen,,,0.0,['𓊮'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",22,1,IBYBde9i63MIkEXKsOZmTHAO6CM,ꜥtḫ,ꜥtḫ,<g>A36C</g>,<g>A36C</g>,"['<', 'g', '>', 'A', '3', '6', 'C', '<', '/', 'g', '>']",41820,ꜥtḫ,VERB,,durchseihen; auspressen,,,0.0,['A36C'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",23,1,IBYBdS5ZdCQRB005vO8AcKnJQsw,zwr,zwr,𓀁,𓀁,['𓀁'],130360,zwr,VERB,,trinken,,,0.0,['𓀁'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",23,2,IBYBdbroeLAVN0aGm3BFOxlAoJI,r,r,𓂋,𓂋,['𓂋'],400030,r,PREP,,zu (temp.); bis (temp.); lang (Dauer); [temporal],,,0.0,['𓂋'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",23,3,IBYBdXfxLETCjk92mf36CqSd2iQ,hrw,hrw,𓇳,𓇳,['𓇳'],99060,hrw,NOUN,,Tag,,,0.0,['𓇳'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",23,4,IBYBdXWo2vW1n0WHjxpvA9YT5EM,{{1}}[[4]],4,𓏻𓐰𓏻,𓏻𓏻,"['𓏻', '𓏻']",850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,"['𓏻', '𓏻']","['complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",24,2,IBYBdXWJOkiCCkHCqtXqElPgr8M,k.t,k.t,𓎢𓐰𓏏,𓎢𓏏,"['𓎢', '𓏏']",163760,ky,ADJ,,anderer,,,0.0,"['𓎢', '𓏏']","['complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",26,1,IBYBdXAWk3j4JUCblzghBgV3lTQ,ꜥtḫ,ꜥtḫ,<g>A36C</g>,<g>A36C</g>,"['<', 'g', '>', 'A', '3', '6', 'C', '<', '/', 'g', '>']",41820,ꜥtḫ,VERB,,durchseihen; auspressen,,,0.0,['A36C'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",27,1,IBYBdePY2BppUESQqs0kPK5waOQ,zwr,zwr,𓀁,𓀁,['𓀁'],130360,zwr,VERB,,trinken,,,0.0,['𓀁'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",27,2,IBYBdUpMaY8tWEv7rcp0Qh6QvDs,r,r,𓂋,𓂋,['𓂋'],400030,r,PREP,,zu (temp.); bis (temp.); lang (Dauer); [temporal],,,0.0,['𓂋'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",27,3,IBYBdRa5ct7gxEREus1MdDPSSr0,hrw,hrw,𓇳,𓇳,['𓇳'],99060,hrw,NOUN,,Tag,,,0.0,['𓇳'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",27,4,IBYBdUCoES0MykempavAvzR0Efk,{{1}}[[4]],4,𓏻𓐰𓏻,𓏻𓏻,"['𓏻', '𓏻']",850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,"['𓏻', '𓏻']","['complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",28,2,IBYBdZk8D18LrksRh5f6p9CbEJo,k.t,k.t,𓎢𓐰𓏏,𓎢𓏏,"['𓎢', '𓏏']",163760,ky,ADJ,,anderer,,,0.0,"['𓎢', '𓏏']","['complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",29,1,IBYBdemYuGDBe0ZWruvwFkNNDos,tʾ,tʾ,𓏏𓐰𓏐𓏒𓐰𓏥,𓏏𓏐𓏒𓏥,"['𓏏', '𓏐', '𓏒', '𓏥']",168810,tʾ,NOUN,,Brot (allg.),,,0.0,"['𓏏', '𓏐', '𓏒', '𓏥']","['complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",29,2,IBYBdTWWgsi2ZUcbpLKAcn5Ku1M,⟨wꜣm⟩,wꜣm,𓊮,𓊮,['𓊮'],42410,wꜣi̯,VERB,,dörren (des Getreide),,,0.0,['𓊮'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",29,3,IBYBdeaUWv9HTk8VnWrkvSxxBW8,rʾ-8,rʾ-8,𓂋𓐰𓏽𓐰𓏽,𓂋𓏽𓏽,"['𓂋', '𓏽', '𓏽']",600569,1...n+++1/+2...1/n,NUM,,[Bruchzahl],,,0.0,"['𓂋', '𓏽', '𓏽']","['complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",29,4,IBYBdQK3T1sVmEUkoC79c8uVsz8,wꜥḥ,wꜥḥ,𓇹𓐰𓈒𓐱𓏥,𓇹𓈒𓏥,"['𓇹', '𓈒', '𓏥']",44830,wꜥḥ,NOUN,,Erdmandel (Rhizomknollen),,,0.0,"['𓇹', '𓈒', '𓏥']","['complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",29,6,IBYBdYjQYzX6905XlJllQZAYlpk,rʾ-8,rʾ-8,𓂋𓐰𓏽𓐰𓏽,𓂋𓏽𓏽,"['𓂋', '𓏽', '𓏽']",600569,1...n+++1/+2...1/n,NUM,,[Bruchzahl],,,0.0,"['𓂋', '𓏽', '𓏽']","['complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",29,7,IBYBdVt9xjergk0Wu4yr0q5O3Ao,bꞽ.t,bꞽ.t,𓆤𓏏𓏌𓐰𓏥,𓆤𓏏𓏌𓏥,"['𓆤', '𓏏', '𓏌', '𓏥']",54210,bꞽ.t,NOUN,,Honig,,,0.0,"['𓆤', '𓏏', '𓏌', '𓏥']","['complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",29,8,IBYBdZvJHlmvh0ghk8miHnWQdRo,rʾ-32,rʾ-32,𓂋𓐰𓎏𓐰𓎆𓏻,𓂋𓎏𓎆𓏻,"['𓂋', '𓎏', '𓎆', '𓏻']",600569,1...n+++1/+2...1/n,NUM,,[Bruchzahl],,,0.0,"['𓂋', '𓎏', '𓎆', '𓏻']","['complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",29,9,IBYBdU05T0lIs0Evmb5RgyElUes,mw,mw,𓈗,𓈗,['𓈗'],69000,mw,NOUN,,Wasser,,,0.0,['𓈗'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",29,10,IBYBdfVDnqrmT0gJjdxhuHMgyb8,1/64,1/64,𓂆,𓂆,['𓂆'],600017,1/64,NUM,,1/64 [ⁿHeqat („Horusaugenbruch“)],,,0.0,['𓂆'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",29,11,IBYBdRxhOe1USU8qlg3gR5OQT18,gs,gs,𓐛,𓐛,['𓐛'],863636,gs,NUM,,Hälfte (mathematische Größe),,,0.0,['𓐛'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",30,1,IBYBdftWVb5j2kYEss1fv7LLu0o,nḏ,nḏ,𓐩𓏌𓐰𓂝,𓐩𓏌𓂝,"['𓐩', '𓏌', '𓂝']",90880,nḏ,VERB,,zerreiben; mahlen; abreiben,,,0.0,"['𓐩', '𓏌', '𓂝']","['complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",31,1,IBYBdYIQS5Z6UU5lkvcoB5gv9GI,ꜥtḫ,ꜥtḫ,<g>A36C</g>,<g>A36C</g>,"['<', 'g', '>', 'A', '3', '6', 'C', '<', '/', 'g', '>']",41820,ꜥtḫ,VERB,,durchseihen; auspressen,,,0.0,['A36C'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",32,1,IBYBdc7kcPovikWWvGa4DpyrCNo,zwr,zwr,𓀁,𓀁,['𓀁'],130360,zwr,VERB,,trinken,,,0.0,['𓀁'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",32,2,IBYBdW9j10QZ00bphzfyGFzEzCw,r,r,𓂋,𓂋,['𓂋'],400030,r,PREP,,zu (temp.); bis (temp.); lang (Dauer); [temporal],,,0.0,['𓂋'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",32,3,IBYBdWT8vOsWi0XrqAHhE83kHnA,hrw,hrw,𓇳,𓇳,['𓇳'],99060,hrw,NOUN,,Tag,,,0.0,['𓇳'],['complete']
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",32,4,IBYBdcccSqq0z0Vjm9qOZeSnjic,{{1}}[[4]],4,𓏻𓐰𓏻,𓏻𓏻,"['𓏻', '𓏻']",850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,"['𓏻', '𓏻']","['complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",33,2,IBYBdb8Nj3QozUsahPIpWQaKLEM,k.t,k.t,𓎢𓐰𓏏,𓎢𓏏,"['𓎢', '𓏏']",163760,ky,ADJ,,anderer,,,0.0,"['𓎢', '𓏏']","['complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",34,1,IBYBdUMz6aMMyUdjvcQQW9cCUP8,ꞽwf,ꞽwf,𓇋𓏲𓐰𓆑𓄹𓐰𓏥,𓇋𓏲𓆑𓄹𓏥,"['𓇋', '𓏲', '𓆑', '𓄹', '𓏥']",22520,ꞽwf,NOUN,,Fleisch; Körper,,,0.0,"['𓇋', '𓏲', '𓆑', '𓄹', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",34,2,IBYBdT6bmqetSUDYlOprfdvtfhY,ḏdꜣ,ḏdꜣ,𓆓𓐰𓂧𓄿𓏯𓐰𓏛,𓆓𓂧𓄿𓏯𓏛,"['𓆓', '𓂧', '𓄿', '𓏯', '𓏛']",186080,ḏdꜣ,ADJ,,fett,,,0.0,"['𓆓', '𓂧', '𓄿', '𓏯', '𓏛']","['complete', 'complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",34,3,IBYBdXW0UkHdL0HzmnL7JljemPs,rʾ-16,rʾ-16,𓂋𓐰𓎆𓏼𓐰𓏼,𓂋𓎆𓏼𓏼,"['𓂋', '𓎆', '𓏼', '𓏼']",600569,1...n+++1/+2...1/n,NUM,,[Bruchzahl],,,0.0,"['𓂋', '𓎆', '𓏼', '𓏼']","['complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",34,4,IBYBdcQLV9WkLUzJj9sLCufg7JY,ꞽrp,ꞽrp,𓇋𓂋𓐰𓊪𓏌𓐰𓏥,𓇋𓂋𓊪𓏌𓏥,"['𓇋', '𓂋', '𓊪', '𓏌', '𓏥']",29740,ꞽrp,NOUN,,Wein (Getränk),,,0.0,"['𓇋', '𓂋', '𓊪', '𓏌', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
7RRQAVSPNFFTRNFXVC7JTPGQM4,"Medizinische Texte || pEbers || 50,21-51,14 = Eb 284-293: Mittel zur Appetitanregung und/oder gegen Essstörungen",34,6,IBYBdYf2YmrqkERmg0zLhj2b8Kc,1/64,1/64,𓂆,𓂆,['𓂆'],600017,1/64,NUM,,1/64 [ⁿHeqat („Horusaugenbruch“)],,,0.0,['𓂆'],['complete']
