text,text_name,line,word,ref,frag,norm,unicode_original,unicode_word,unicode,lemma_id,cf,pos,mask,sense,inst,reading,break_perc,unicode_splitted,break
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",1,3,IBcCCNCQnaALQkDSoVe4FIFUmrs,ḥꜣ.t-ꜥ,ḥꜣ.t-ꜥ,𓄂𓐰𓂝,𓄂𓂝,"['𓄂', '𓂝']",853378,ḥꜣ.t-ꜥ,NOUN,,"Anfang (von etwas, mit versch. Präpositionen)",,,0.0,"['𓄂', '𓂝']","['complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",10,2,IBcCCMWNOqZPkUD0hXlv13pQNqE,k.t,k.t,𓎢𓐰𓏏,𓎢𓏏,"['𓎢', '𓏏']",163760,ky,ADJ,,anderer,,,0.0,"['𓎢', '𓏏']","['complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",10,3,IBcCCLhQZMW2gUMFtqfpKI5Z2Kk,n(.ꞽ).t,n.ꞽ.t,𓈖𓐰𓏏,𓈖𓏏,"['𓈖', '𓏏']",79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,"['𓈖', '𓏏']","['complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",10,4,IBcCCM4spcZxbUEvlGlKwnsJ0A4,sqbb,sqbb,𓋴𓈎𓃀𓃀𓏁𓈗,𓋴𓈎𓃀𓃀𓏁𓈗,"['𓋴', '𓈎', '𓃀', '𓃀', '𓏁', '𓈗']",146060,sqbb,VERB,,kühlen; Wasser sprengen (Kulthandlung),,,0.0,"['𓋴', '𓈎', '𓃀', '𓃀', '𓏁', '𓈗']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",10,5,IBcCCHZ5O243AkMBqSySpv9QgA4,pḥ.wyt,pḥ.wyt,𓄖𓏲𓇋𓇋𓏏𓐰𓄹,𓄖𓏲𓇋𓇋𓏏𓄹,"['𓄖', '𓏲', '𓇋', '𓇋', '𓏏', '𓄹']",61520,pḥ.wyt,NOUN,,After; Rektum,,,0.0,"['𓄖', '𓏲', '𓇋', '𓇋', '𓏏', '𓄹']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",11,1,IBcCCEF7YJ7oWUMol6Vot82tp00,bꜣq,bꜣq,𓆮𓏌𓐰𓏥,𓆮𓏌𓏥,"['𓆮', '𓏌', '𓏥']",53720,bꜣq,NOUN,,Moringa-Baum-Öl (Behenöl) (?); Olivenöl (?),,,0.0,"['𓆮', '𓏌', '𓏥']","['complete', 'complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",11,2,IBcCCPkQ4DZE7UNslDJicTfLWVQ,1,1,𓏤,𓏤,['𓏤'],_,_,_,,_,,,0.0,['𓏤'],['complete']
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",11,4,IBcCCIHL1QsQXU9hutTDWE87WFc,mrḥ.t,mrḥ.t,𓌻𓐰𓂋𓎛𓏏𓏌𓐰𓏥,𓌻𓂋𓎛𓏏𓏌𓏥,"['𓌻', '𓂋', '𓎛', '𓏏', '𓏌', '𓏥']",72840,mrḥ.t,NOUN,,Fett (allg.); Salböl,,,0.0,"['𓌻', '𓂋', '𓎛', '𓏏', '𓏌', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",11,5,IBcCCLlEk2YY4EvjuQ0NMtKnMew,1,1,𓏤,𓏤,['𓏤'],_,_,_,,_,,,0.0,['𓏤'],['complete']
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",11,6,IBcCCCxKJoh8I0MVi2Moqc71RRw,mw,mw,𓈗,𓈗,['𓈗'],69000,mw,NOUN,,Wasser,,,0.0,['𓈗'],['complete']
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",11,7,IBcCCOQlC8wQSktPghqyhxtilQ4,n(.ꞽ).w,n.ꞽ.w,𓏌𓏤,𓏌𓏤,"['𓏌', '𓏤']",79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,"['𓏌', '𓏤']","['complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",11,8,IBcCCJWb6L1D00uapBVDkfsm2TM,ḏꜣr.t,ḏꜣr.t,𓍑𓄿𓂋𓐰𓏏<g>M33B</g>𓏥,𓍑𓄿𓂋𓏏<g>M33B</g>𓏥,"['𓍑', '𓄿', '𓂋', '𓏏', '<', 'g', '>', 'M', '3', '3', 'B', '<', '/', 'g', '>', '𓏥']",182260,ḏꜣr.t,NOUN,,Johannisbrotfrucht,,,0.0,"['𓍑', '𓄿', '𓂋', '𓏏', 'M33B', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",11,9,IBcCCDIUJeSb1kCquAEYWU37tFI,1,1,𓏤,𓏤,['𓏤'],_,_,_,,_,,,0.0,['𓏤'],['complete']
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",11,10,IBcCCH7FL7mxME2liAg64lXaihc,bꞽ.t,bꞽ.t,𓆤𓏏𓏌𓐰𓏥,𓆤𓏏𓏌𓏥,"['𓆤', '𓏏', '𓏌', '𓏥']",54210,bꞽ.t,NOUN,,Honig,,,0.0,"['𓆤', '𓏏', '𓏌', '𓏥']","['complete', 'complete', 'complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",11,11,IBcCCKBaKQ1WLULPoqRwUrz3K8c,1,1,𓏤,𓏤,['𓏤'],_,_,_,,_,,,0.0,['𓏤'],['complete']
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",12,1,IBcCCJxRC6QNSEeWp3MRlO6bN3Q,wḏḥ,wḏḥ,𓎗𓎛𓏌𓐰𓂝,𓎗𓎛𓏌𓂝,"['𓎗', '𓎛', '𓏌', '𓂝']",51870,wdḥ,VERB,,schütten; gießen,,,0.0,"['𓎗', '𓎛', '𓏌', '𓂝']","['complete', 'complete', 'complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",12,2,IBcCCKgfJAUNHUGJoKWb9PhE1Gc,m,m,𓅓,𓅓,['𓅓'],400007,m,PREP,,in; zu; an; aus; [lokal],,,0.0,['𓅓'],['complete']
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",12,3,IBcCCPy9LncLFkEHv0JgCqCTn7I,pḥ.wꞽ,pḥ.wꞽ,𓄖𓏲𓐰𓏭𓄹,𓄖𓏲𓏭𓄹,"['𓄖', '𓏲', '𓏭', '𓄹']",61490,pḥ.wꞽ,NOUN,,Hinterteil; Ende,,,0.0,"['𓄖', '𓏲', '𓏭', '𓄹']","['complete', 'complete', 'complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",13,2,IBcCCIAOza3mLU6skruFHdzmYws,k.t,k.t,𓎢𓐰𓏏,𓎢𓏏,"['𓎢', '𓏏']",163760,ky,ADJ,,anderer,,,0.0,"['𓎢', '𓏏']","['complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",13,3,IBcCCLbCdSeo2kECnMEllNiUq60,ꞽrr.t.PL,ꞽrr.t.PL,𓁹𓐰𓂋𓐱𓏏𓏥,𓁹𓂋𓏏𓏥,"['𓁹', '𓂋', '𓏏', '𓏥']",28550,ꞽri̯,VERB,,machen; tun; fertigen; fungieren als; handeln,,,0.0,"['𓁹', '𓂋', '𓏏', '𓏥']","['complete', 'complete', 'complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",13,4,IBcCCOjmiSCkckgsu2XpWW6HbqI,n,n,𓂜,𓂜,['𓂜'],400055,n,PREP,,zu (jmd.); für (jmd.); [Dativ: Nutzen]; zu (jmd.) gehörig (poss.),,,0.0,['𓂜'],['complete']
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",13,5,IBcCCHnnKpLBJEF5ps2kHfPcTss,wnn.t,wnn.t,𓃹𓐰𓈖𓈖𓐰𓏏,𓃹𓈖𓈖𓏏,"['𓃹', '𓈖', '𓈖', '𓏏']",46050,wnn,VERB,,existieren; sein,,,0.0,"['𓃹', '𓈖', '𓈖', '𓏏']","['complete', 'complete', 'complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",13,7,IBcCCG28MtUNEkm7tCIZymsKiWk,ḥr,ḥr,𓁷𓏤,𓁷𓏤,"['𓁷', '𓏤']",107529,ḥr,PREP,,[mit Infinitiv]; [Bildungselement des Präsens I],,,0.0,"['𓁷', '𓏤']","['complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",13,8,IBcCCITKfMawkkNPkk0sJtXjpWo,wšš,wšš,𓏲𓈙𓐰𓈙𓂺,𓏲𓈙𓈙𓂺,"['𓏲', '𓈙', '𓈙', '𓂺']",49950,wzš,VERB,,harnen; ausscheiden,,,0.0,"['𓏲', '𓈙', '𓈙', '𓂺']","['complete', 'complete', 'complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",13,9,IBcCCC8Vxc6IfkpGhyjeqg5qGJg,bꜣg,bꜣg,𓃀𓅡𓄿𓎼𓈗,𓃀𓅡𓄿𓎼𓈗,"['𓃀', '𓅡', '𓄿', '𓎼', '𓈗']",53970,bꜣg,VERB,,gerinnen (?) (med.),,,0.0,"['𓃀', '𓅡', '𓄿', '𓎼', '𓈗']","['complete', 'complete', 'complete', 'complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",14,1,IBcCCGh6RS6ZV0s2vemre9G8m28,spy.t.PL,spy.t.PL,𓊃𓐰𓊪𓇋𓇋𓏏𓐰𓊌𓐰𓏥,𓊃𓊪𓇋𓇋𓏏𓊌𓏥,"['𓊃', '𓊪', '𓇋', '𓇋', '𓏏', '𓊌', '𓏥']",132740,zpy.t,NOUN,,Brocken; Stücke,,,0.0,"['𓊃', '𓊪', '𓇋', '𓇋', '𓏏', '𓊌', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",14,2,IBcCCKaG13QzKUldpzDLvXMLbu0,n(.ꞽ).t,n.ꞽ.t,𓈖𓐰𓏏,𓈖𓏏,"['𓈖', '𓏏']",79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,"['𓈖', '𓏏']","['complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",14,3,IBcCCCrT2zeCYk7GtDYNqr7ZrqA,qꜣḥ,qꜣḥ,𓈎𓄿𓎛𓊌𓐰𓏥,𓈎𓄿𓎛𓊌𓏥,"['𓈎', '𓄿', '𓎛', '𓊌', '𓏥']",159410,qꜣḥ,NOUN,,Nilschlamm; Lehmmörtel,,,0.0,"['𓈎', '𓄿', '𓎛', '𓊌', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",14,4,IBcCCHp5YeZBB0UsjrmP9g9S9lQ,nn,nn,𓂜𓐰𓈖,𓂜𓈖,"['𓂜', '𓈖']",84550,nn,PART,,"[Negationswort, systematisch unterschieden von n]",,,0.0,"['𓂜', '𓈖']","['complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",14,5,IBcCCAWUO1RLpUkGnuurIBMCBu0,rḏi̯.t,rḏi̯.t,𓂋𓐰𓂝𓐰𓏏,𓂋𓂝𓏏,"['𓂋', '𓂝', '𓏏']",550028,rḏi̯,VERB,,veranlassen; zulassen (dass),,,0.0,"['𓂋', '𓂝', '𓏏']","['complete', 'complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",14,6,IBcCCMccQEaK1EAHiGHcFE6Zehg,mꜣ,mꜣ,𓌴𓐰𓁹𓄿,𓌴𓁹𓄿,"['𓌴', '𓁹', '𓄿']",66270,mꜣꜣ,VERB,,sehen; erblicken,,,0.0,"['𓌴', '𓁹', '𓄿']","['complete', 'complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",14,7,IBcCCL2NlHm6kk5YtAL95G5u0ns,⸗sn,⸗sn,𓋴𓈖𓐰𓏥,𓋴𓈖𓏥,"['𓋴', '𓈖', '𓏥']",10100,⸗sn,PRON,,[Suffix Pron. pl.3.c.],,,0.0,"['𓋴', '𓈖', '𓏥']","['complete', 'complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",14,9,IBcCCJk8mpSTtkQzl7ygw14mVjw,šw,šw,𓆅𓏲𓇳,𓆅𓏲𓇳,"['𓆅', '𓏲', '𓇳']",152750,šw,NOUN,,Licht; Sonne,,,0.0,"['𓆅', '𓏲', '𓇳']","['complete', 'complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",16,1,IBcCCO8A5TfYf0JouiTFacfYWDI,ntš,ntš,𓈖𓐰𓏏𓈙𓈗𓀜,𓈖𓏏𓈙𓈗𓀜,"['𓈖', '𓏏', '𓈙', '𓈗', '𓀜']",90100,ntš,VERB,,besprengen (mit Flüssigkeit),,,0.0,"['𓈖', '𓏏', '𓈙', '𓈗', '𓀜']","['complete', 'complete', 'complete', 'complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",16,2,IBcCCLTMIzMBskXHtJlgCqb1cAU,m,m,𓅓,𓅓,['𓅓'],64364,m,PREP,,mittels; durch (etwas); [instrumental],,,0.0,['𓅓'],['complete']
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",16,3,IBcCCGzadQO7SEomlV0N3aybpDo,mw,mw,𓈗,𓈗,['𓈗'],69000,mw,NOUN,,Wasser,,,0.0,['𓈗'],['complete']
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",16,4,IBcCCHyojas49UBLipjQMxrqcxo,ꜥꜣ,ꜥꜣ,𓉻𓐰𓏛,𓉻𓏛,"['𓉻', '𓏛']",450158,ꜥꜣ,ADJ,,groß; viel; lang; alt; erhaben,,,0.0,"['𓉻', '𓏛']","['complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",16,5,IBcCCFQ5Q2bEWUBTj8DiKOyiF7o,wr.t,wr.t,𓅨𓐰𓂋𓐱𓏏,𓅨𓂋𓏏,"['𓅨', '𓂋', '𓏏']",450161,wr.t,ADV,,sehr,,,0.0,"['𓅨', '𓂋', '𓏏']","['complete', 'complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",16,6,IBcCCCPFQv2D2UM4lXOnGH6ICQk,m,m,𓅓,𓅓,['𓅓'],64365,m,PREP,,im; am; [temporal],,,0.0,['𓅓'],['complete']
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",16,7,IBcCCJyP4xtLlU3FrJAJAAVsOSw,ḫꜣwꞽ,ḫꜣwꞽ,𓆼𓄿𓏲𓐰𓏭𓇰,𓆼𓄿𓏲𓏭𓇰,"['𓆼', '𓄿', '𓏲', '𓏭', '𓇰']",113750,ḫꜣwꞽ,NOUN,,Abend; Nacht,,,0.0,"['𓆼', '𓄿', '𓏲', '𓏭', '𓇰']","['complete', 'complete', 'complete', 'complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",18,1,IBcCCBnwsGdEBUS0uNznQWo6hx4,ntš.ḫr,ntš.ḫr,𓈖𓐰𓏏𓈙𓐰𓈗𓀜𓐍𓐰𓂋,𓈖𓏏𓈙𓈗𓀜𓐍𓂋,"['𓈖', '𓏏', '𓈙', '𓈗', '𓀜', '𓐍', '𓂋']",90100,ntš,VERB,,besprengen (mit Flüssigkeit),,,0.0,"['𓈖', '𓏏', '𓈙', '𓈗', '𓀜', '𓐍', '𓂋']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",18,2,IBcCCKduwQJDxE65vzLjNeznQGU,⸗k,⸗k,𓎢,𓎢,['𓎢'],10110,⸗k,PRON,,[Suffix Pron. sg.2.m.],,,0.0,['𓎢'],['complete']
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",18,4,IBcCCFvTFDWzvU3AhVELpTOT7o0,nꜣ-n,nꜣ-n,𓈖𓐰𓄿𓈖,𓈖𓄿𓈖,"['𓈖', '𓄿', '𓈖']",550050,nꜣ-n,PRON,,diese [Dem.Pron. pl.c]; diese [Dem.Pron. sg.c],,,0.0,"['𓈖', '𓄿', '𓈖']","['complete', 'complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",18,5,IBcCCOOxk6LeiEoVscQZeSKHqM4,spy.t.PL,spy.t.PL,𓊃𓐰𓊪𓇋𓇋𓏏𓐰𓊌𓐰𓏥,𓊃𓊪𓇋𓇋𓏏𓊌𓏥,"['𓊃', '𓊪', '𓇋', '𓇋', '𓏏', '𓊌', '𓏥']",132740,zpy.t,NOUN,,Brocken; Stücke,,,0.0,"['𓊃', '𓊪', '𓇋', '𓇋', '𓏏', '𓊌', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",18,6,IBcCCCjdcWplqUKej1cDcGk2c4M,m,m,𓅓,𓅓,['𓅓'],64362,m,PREP,,in (Zustand); als (Art und Weise); [modal],,,0.0,['𓅓'],['complete']
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",18,7,IBcCCIvuqPkHJU80q7LiexWDjGE,wḥm,wḥm,𓄙𓅓𓀁,𓄙𓅓𓀁,"['𓄙', '𓅓', '𓀁']",48440,wḥm,VERB,,wiederholen (allg.),,,0.0,"['𓄙', '𓅓', '𓀁']","['complete', 'complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",18,8,IBcCCMmked4RTUXktcjfGeLADQM,m,m,𓅓,𓅓,['𓅓'],64365,m,PREP,,im; am; [temporal],,,0.0,['𓅓'],['complete']
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",18,9,IBcCCNiDy5TGGUwylmCwdtJQzQE,pr.t,pr.t,𓉐𓂋𓐰𓏏𓂻𓐰𓏥,𓉐𓂋𓏏𓂻𓏥,"['𓉐', '𓂋', '𓏏', '𓂻', '𓏥']",60280,pr.t,NOUN,,Auszug (eines Gottes),,,0.0,"['𓉐', '𓂋', '𓏏', '𓂻', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",18,10,IBcCCJkjqGgJZUlSrrJOM0BWfBY,nṯr-dwꜣ.y,nṯr-dwꜣ.y,𓊹𓇼𓄿𓇋𓇋𓇼𓅆,𓊹𓇼𓄿𓇋𓇋𓇼𓅆,"['𓊹', '𓇼', '𓄿', '𓇋', '𓇋', '𓇼', '𓅆']",851596,nṯr-dwꜣ.wꞽ,PROPN,god,"Morgendlicher Gott (Morgenstern, Venus)",,,0.0,"['𓊹', '𓇼', '𓄿', '𓇋', '𓇋', '𓇼', '𓅆']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",18,11,IBcCCD4KvBC9D0edmRxnVXHPiDI,ḥnꜥ,ḥnꜥ,𓎛𓈖𓐰𓂝,𓎛𓈖𓂝,"['𓎛', '𓈖', '𓂝']",550300,ḥnꜥ,PREP,,und (Koordination von Substantiv/-formen); sowie (Konjunktion); ferner; und (Koordination von Verben),,,0.0,"['𓎛', '𓈖', '𓂝']","['complete', 'complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",18,12,IBcCCDMcMiEPiUJVgoEx8IJ18sc,rḏi̯.t,rḏi̯.t,𓂋𓐰𓂝𓐰𓏏,𓂋𓂝𓏏,"['𓂋', '𓂝', '𓏏']",96960,rḏi̯+(ḥmsi̯),VERB,,(jmdn.) Platz nehmen lassen,,,0.0,"['𓂋', '𓂝', '𓏏']","['complete', 'complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",18,13,IBcCCGt2WnWS7Un7iM1Ls3Id5Ck,ḥmsi̯,ḥmsi̯,𓈞𓐰𓊃𓀉,𓈞𓊃𓀉,"['𓈞', '𓊃', '𓀉']",105780,ḥmsi̯,VERB,,sitzen; sich setzen; besetzen; wohnen,,,0.0,"['𓈞', '𓊃', '𓀉']","['complete', 'complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",18,14,IBcCCL1cp53vJk5VjjiiL9qBjCQ,s.t,s.t,𓊃𓐰𓏏𓐱𓁐,𓊃𓏏𓁐,"['𓊃', '𓏏', '𓁐']",125040,z.t,NOUN,,Frau; weibliche Person,,,0.0,"['𓊃', '𓏏', '𓁐']","['complete', 'complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",18,15,IBcCCAcy2tpqtkSSiQej6sRYyYw,ḥr,ḥr,𓁷𓐰𓂋,𓁷𓂋,"['𓁷', '𓂋']",400090,ḥr,PREP,,auf; über; vor; hinter; [lokal],,,0.0,"['𓁷', '𓂋']","['complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",18,16,IBcCCN4cdLYQfkP3iUoBy5HTzvw,⸗s,⸗s,𓋴,𓋴,['𓋴'],852606,⸗s,PRON,,[Suffix Pron. pl.3.c] (Nebenform?),,,0.0,['𓋴'],['complete']
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",18,18,IBcCCMv7c0NPYksPouWEtLpxdjU,r,r,𓂋,𓂋,['𓂋'],400030,r,PREP,,zu (temp.); bis (temp.); lang (Dauer); [temporal],,,0.0,['𓂋'],['complete']
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",18,19,IBcCCDsVllzLIUypvZqjetm12LA,hrw.PL,hrw.PL,𓇳𓐰𓏥,𓇳𓏥,"['𓇳', '𓏥']",99060,hrw,NOUN,,Tag,,,0.0,"['𓇳', '𓏥']","['complete', 'complete']"
JR63HPLMQRDCTITNGOF5UD64QI,"Medizinische Texte || pEbers || 93,6-94,22 = Eb 783-807: Erster gynäkologischer Abschnitt",18,20,IBcCCJd0oSbfAkrfqdWJGRdoUvM,ꜥšꜣ.w.PL,ꜥšꜣ.w.PL,𓆈𓄿𓏲𓏪,𓆈𓄿𓏲𓏪,"['𓆈', '𓄿', '𓏲', '𓏪']",41011,ꜥšꜣ,ADJ,,viel; zahlreich; gewöhnlich,,,0.0,"['𓆈', '𓄿', '𓏲', '𓏪']","['complete', 'complete', 'complete', 'complete']"
