text,text_name,line,word,ref,frag,norm,unicode_original,unicode_word,unicode,lemma_id,cf,pos,mask,sense,inst,reading,break_perc,unicode_splitted,break
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",1,3,IBUBd5RWDWAsWUvomEHdplTNepk,ḥꜣ.t-ꜥ,ḥꜣ.t-ꜥ,𓄂𓐰𓂝,𓄂𓂝,"['𓄂', '𓂝']",853378,ḥꜣ.t-ꜥ,NOUN,,"Anfang (von etwas, mit versch. Präpositionen)",,,0.0,"['𓄂', '𓂝']","['complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",92,8,IBUBd6CJ3NyMyU9Qhp2yYmJBQOE,sꜥm,sꜥm,𓋴𓂝𓅓<vacat/>𓆰𓐰𓏥,𓋴𓂝𓅓𓆰𓏥,"['𓋴', '𓂝', '𓅓', '𓆰', '𓏥']",128870,sꜥm,NOUN,,Wermutkraut (?),,,0.0,"['𓋴', '𓂝', '𓅓', '𓆰', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",92,9,IBUBdwieFegdKEwAmPl7p7kUtQg,ḥsb,ḥsb,𓏴,𓏴,['𓏴'],600569,1...n+++1/+2...1/n,NUM,,[Bruchzahl],,,0.0,['𓏴'],['complete']
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",92,11,IBUBdypNskFVP0YPoLFZ39ihouQ,ḥ(n)q.t,ḥnq.t,𓎛𓈎𓐰𓏏𓏌𓐰𓏥,𓎛𓈎𓏏𓏌𓏥,"['𓎛', '𓈎', '𓏏', '𓏌', '𓏥']",110300,ḥnq.t,NOUN,,Bier,,,0.0,"['𓎛', '𓈎', '𓏏', '𓏌', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",92,12,IBUBdwRuB1QMpkC9ncRagJ8YCA0,nḏm.t,nḏm.t,𓇛𓅓𓏏𓐰𓏛,𓇛𓅓𓏏𓏛,"['𓇛', '𓅓', '𓏏', '𓏛']",91410,nḏm,ADJ,,süß; angenehm,,,0.0,"['𓇛', '𓅓', '𓏏', '𓏛']","['complete', 'complete', 'complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",92,13,IBUBdzFDa9LtkEG2ptWkXWhiBlc,1/32,1/32,𓂅,𓂅,['𓂅'],600016,1/32,NUM,,1/32 [ⁿHeqat („Horusaugenbruch“)],,,0.0,['𓂅'],['complete']
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",92,14,IBUBd4hHlANxGUrNnlHZt8N0X3k,1/64,1/64,𓂆,𓂆,['𓂆'],600017,1/64,NUM,,1/64 [ⁿHeqat („Horusaugenbruch“)],,,0.0,['𓂆'],['complete']
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",93,2,IBUBd3EQXu80jEO8lYtNQqtd37s,ꞽri̯,ꞽri̯,𓁹,𓁹,['𓁹'],28550,ꞽri̯,VERB,,machen; tun; fertigen; fungieren als; handeln,,,0.0,['𓁹'],['complete']
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",93,3,IBUBd6fO6lOQNk6pnw7Qy9SIZBU,m,m,𓅓,𓅓,['𓅓'],500292,m,PREP,,als (etwas sein); nämlich (etwas); zu (etwas werden); [identifizierend],,,0.0,['𓅓'],['complete']
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",93,4,IBUBd3qamQtOrUrPrFZXZkAhQQI,(ꞽ)ḫ.t,ꞽḫ.t,𓐍𓐰𓏏𓏛𓐰𓏥,𓐍𓏏𓏛𓏥,"['𓐍', '𓏏', '𓏛', '𓏥']",30750,ꞽḫ.t,NOUN,,Sache; Besitz; Speisen; Opfer; Reliquie,,,0.0,"['𓐍', '𓏏', '𓏛', '𓏥']","['complete', 'complete', 'complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",93,5,IBUBd1qMhylozkojqSCFsX95WPY,wꜥ.t,wꜥ.t,𓌡𓐰𓂝𓐱𓏏𓏤,𓌡𓂝𓏏𓏤,"['𓌡', '𓂝', '𓏏', '𓏤']",44150,wꜥ,ADJ,,eins (Zahl); einzig,,,0.0,"['𓌡', '𓂝', '𓏏', '𓏤']","['complete', 'complete', 'complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",94,2,IBUBdyNwNgLhIEVwl928vjfm5CM,psi̯,psi̯,𓊮,𓊮,['𓊮'],62180,psi̯,VERB,,kochen; backen; erhitzen,,,0.0,['𓊮'],['complete']
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",95,1,IBUBdzMH44K0j0qVi7ASFs4HyTw,ꜥtḫ,ꜥtḫ,<g>A36C</g>,<g>A36C</g>,"['<', 'g', '>', 'A', '3', '6', 'C', '<', '/', 'g', '>']",41820,ꜥtḫ,VERB,,durchseihen; auspressen,,,0.0,['A36C'],['complete']
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",96,1,IBUBdxOaCJfFy0arjBSJ8rQgqvw,zwr,zwr,𓀁,𓀁,['𓀁'],130360,zwr,VERB,,trinken,,,0.0,['𓀁'],['complete']
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",96,2,IBUBd8Iofcs3W07khOCawBPJBsc,r,r,𓂋,𓂋,['𓂋'],400030,r,PREP,,zu (temp.); bis (temp.); lang (Dauer); [temporal],,,0.0,['𓂋'],['complete']
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",96,3,IBUBd2EiMNJbIEOblLjWFnyvLr0,hrw,hrw,𓇳,𓇳,['𓇳'],99060,hrw,NOUN,,Tag,,,0.0,['𓇳'],['complete']
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",96,4,IBUBd5qbK3bFoUvutoYhxUS7JLA,1,1,𓏤,𓏤,['𓏤'],850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,['𓏤'],['complete']
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",97,1,IBUBdQeLT3OU1EqVgqiujtTxbLg,rḏi̯.t,rḏi̯.t,𓂋𓐰𓂝𓐰𓏏,𓂋𓂝𓏏,"['𓂋', '𓂝', '𓏏']",550028,rḏi̯,VERB,,veranlassen; zulassen (dass),,,0.0,"['𓂋', '𓂝', '𓏏']","['complete', 'complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",97,3,IBUBd9tYRUCNWEeWujqgqRgvM8c,w(z)š,wzš,𓏲𓈙𓂺,𓏲𓈙𓂺,"['𓏲', '𓈙', '𓂺']",49950,wzš,VERB,,harnen; ausscheiden,,,0.0,"['𓏲', '𓈙', '𓂺']","['complete', 'complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",97,4,IBUBdx1XhbJ5BkLmugOBZBpTWK4,pw,pw,𓊪𓏲,𓊪𓏲,"['𓊪', '𓏲']",59741,pw,PRON,,[Zweitnomen (zweigliedriger NS)]; [Kopula (dreigliedriger NS)],,,0.0,"['𓊪', '𓏲']","['complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",97,5,IBUBd0HE50Ks9UuMuch7Yx9L0RY,s,s,𓊃𓐰𓀀𓐱𓏤,𓊃𓀀𓏤,"['𓊃', '𓀀', '𓏤']",125010,z,NOUN,,Mann; Person; Wesen,,,0.0,"['𓊃', '𓀀', '𓏤']","['complete', 'complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",97,7,IBUBd0ftozHE30XxrqTnLWQD1N0,ṯs.w,ṯs.w,𓎀𓐰𓊃𓏲𓍞𓐎𓐰𓏥,𓎀𓊃𓏲𓍞𓐎𓏥,"['𓎀', '𓊃', '𓏲', '𓍞', '𓐎', '𓏥']",177260,ṯz.w,NOUN,,Versteifung (im Nacken); Anhäufung,,,0.0,"['𓎀', '𓊃', '𓏲', '𓍞', '𓐎', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",97,8,IBUBd4clQuRzAEG6tZhyzb5I4rQ,nb,nb,𓎟,𓎟,['𓎟'],81660,nb,ADJ,,jeder; alle; irgendein,,,0.0,['𓎟'],['complete']
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",97,9,IBUBdxi7x2GAlEWwqQQgisAVg94,n.tꞽ,n.tꞽ,𓈖𓐰𓏏𓐱𓏭,𓈖𓏏𓏭,"['𓈖', '𓏏', '𓏭']",89850,n.tꞽ,PRON,,der welcher (Relativpronomen),,,0.0,"['𓈖', '𓏏', '𓏭']","['complete', 'complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",97,10,IBUBd9dOWdlnQEBjiJIroQDSc20,m,m,𓅓,𓅓,['𓅓'],400007,m,PREP,,in; zu; an; aus; [lokal],,,0.0,['𓅓'],['complete']
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",97,11,IBUBd4jsjJ1zlkc8iMb8fsoQWJo,ẖ.t,ẖ.t,𓄡𓐰𓏏𓐱𓏤,𓄡𓏏𓏤,"['𓄡', '𓏏', '𓏤']",122080,ẖ.t,NOUN,,Leib; Bauch; Art; Weise,,,0.0,"['𓄡', '𓏏', '𓏤']","['complete', 'complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",97,12,IBUBd6XQmOdTK0IBmiWfSd8BVBE,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",98,3,IBUBd08HQ1OeZUUDnQsDrSmn8zk,k.t,k.t,𓎢𓐰𓏏,𓎢𓏏,"['𓎢', '𓏏']",163760,ky,ADJ,,anderer,,,0.0,"['𓎢', '𓏏']","['complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",98,4,IBcACaHQ7ZtIV0MwjYC2fVEQxtk,⟨n.t⟩,n.t,,,[],79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,[],[]
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",98,5,IBUBdyviv7CLX0cOr83OiJOLlI0,wḫꜣ,wḫꜣ,𓏲𓆼𓄿𓀜,𓏲𓆼𓄿𓀜,"['𓏲', '𓆼', '𓄿', '𓀜']",49100,wḫꜣ,VERB,,ausleeren; ausschütteln,,,0.0,"['𓏲', '𓆼', '𓄿', '𓀜']","['complete', 'complete', 'complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",98,6,IBUBd2f586cFRkFZgtxYQ0IOvV8,ẖ.t,ẖ.t,𓄡𓐰𓏏𓐱𓏤,𓄡𓏏𓏤,"['𓄡', '𓏏', '𓏤']",122080,ẖ.t,NOUN,,Leib; Bauch; Art; Weise,,,0.0,"['𓄡', '𓏏', '𓏤']","['complete', 'complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",98,7,IBUBd60QAWgQiUv7iqQa7c4KSoM,dr,dr,𓂧𓐰𓂋𓀜,𓂧𓂋𓀜,"['𓂧', '𓂋', '𓀜']",180130,dr,VERB,,entfernen; vertreiben; vertilgen,,,0.0,"['𓂧', '𓂋', '𓀜']","['complete', 'complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",98,9,IBUBd6qVicrMcE1Hs4iJ1NUX0g8,ẖꜣ.t,ẖꜣ.t,𓆞𓐰𓄿𓏏𓐰𓐎𓏪,𓆞𓄿𓏏𓐎𓏪,"['𓆞', '𓄿', '𓏏', '𓐎', '𓏪']",113480,ḫꜣ.t,NOUN,,Krankheit,,,0.0,"['𓆞', '𓄿', '𓏏', '𓐎', '𓏪']","['complete', 'complete', 'complete', 'complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",98,10,IBUBd9Kv3W0z70BhqVgjF8dcjOU,m,m,𓅓,𓅓,['𓅓'],400007,m,PREP,,in; zu; an; aus; [lokal],,,0.0,['𓅓'],['complete']
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",98,11,IBUBd7hR0TFkgEE7les0c8HTKoY,ẖ.t,ẖ.t,𓄡𓐰𓏏𓐱𓏤,𓄡𓏏𓏤,"['𓄡', '𓏏', '𓏤']",122080,ẖ.t,NOUN,,Leib; Bauch; Art; Weise,,,0.0,"['𓄡', '𓏏', '𓏤']","['complete', 'complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",98,12,IBUBd6emSk4QSEdbjKiQxrmZ9Qg,n.t,n.t,𓈖𓐰𓏏,𓈖𓏏,"['𓈖', '𓏏']",79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,"['𓈖', '𓏏']","['complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",98,13,IBUBd1iRocnOk0aXkwtvwcZSHmA,s,s,𓊃𓐰𓀀𓐱𓏤,𓊃𓀀𓏤,"['𓊃', '𓀀', '𓏤']",125010,z,NOUN,,Mann; Person; Wesen,,,0.0,"['𓊃', '𓀀', '𓏤']","['complete', 'complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",99,2,IBUBd8j7VgUtnU2WoCOftyJLBOc,pr.t,pr.t,𓍁𓈒𓐰𓏥,𓍁𓈒𓏥,"['𓍁', '𓈒', '𓏥']",60310,pr.t,NOUN,,Frucht (einer Pflanze); Saatkorn; Nachkommenschaft (bildl.),,,0.0,"['𓍁', '𓈒', '𓏥']","['complete', 'complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",99,3,IBUBdQZCqYThUEY5hR5PR4WSzbQ,dgm,dgm,𓂧𓅠𓅓𓆮<vacat/>𓈒𓐰𓏥,𓂧𓅠𓅓𓆮𓈒𓏥,"['𓂧', '𓅠', '𓅓', '𓆮', '𓈒', '𓏥']",181210,dgm,NOUN,,Rizinus,,,0.0,"['𓂧', '𓅠', '𓅓', '𓆮', '𓈒', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",100,2,IBUBd9Vc0X0pWE5fjbKlfROrLag,wšꜥ,wšꜥ,𓏲𓈙𓐰𓂝𓄑𓀁,𓏲𓈙𓂝𓄑𓀁,"['𓏲', '𓈙', '𓂝', '𓄑', '𓀁']",50270,wšꜥ,VERB,,kauen; verzehren,,,0.0,"['𓏲', '𓈙', '𓂝', '𓄑', '𓀁']","['complete', 'complete', 'complete', 'complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",100,3,IBUBd5jMWcWmlkUorqqDuAXysW8,sꜥm,sꜥm,𓋴𓂝𓅓𓄈𓀁,𓋴𓂝𓅓𓄈𓀁,"['𓋴', '𓂝', '𓅓', '𓄈', '𓀁']",128840,sꜥm,VERB,,verschlucken,,,0.0,"['𓋴', '𓂝', '𓅓', '𓄈', '𓀁']","['complete', 'complete', 'complete', 'complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",100,5,IBUBdQOzYXVAVUsPszFoHYWvbdk,m,m,𓅓,𓅓,['𓅓'],64364,m,PREP,,mittels; durch (etwas); [instrumental],,,0.0,['𓅓'],['complete']
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",100,6,IBUBd802svmJj0vTgOY2mcTItfw,ḥ(n)q.t,ḥnq.t,𓎛𓈎𓐰𓏏𓏌𓐰𓏥,𓎛𓈎𓏏𓏌𓏥,"['𓎛', '𓈎', '𓏏', '𓏌', '𓏥']",110300,ḥnq.t,NOUN,,Bier,,,0.0,"['𓎛', '𓈎', '𓏏', '𓏌', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",100,7,IBUBdzy8KJdUpEzpkF8WSJfEYVY,r,r,𓂋,𓂋,['𓂋'],91910,r,PREP,,so dass; bis dass (Konjunktion),,,0.0,['𓂋'],['complete']
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",100,8,IBUBd8ZPx8rsAUmivuAkFOxcvjw,pri̯,pri̯,𓉐𓂋𓐰𓂻,𓉐𓂋𓂻,"['𓉐', '𓂋', '𓂻']",60920,pri̯,VERB,,herauskommen; herausgehen,,,0.0,"['𓉐', '𓂋', '𓂻']","['complete', 'complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",100,9,IBUBd582IV8PuEEIuRAfquw8QYA,n.t.t,n.t.t,𓈖𓐰𓏏𓐱𓏏,𓈖𓏏𓏏,"['𓈖', '𓏏', '𓏏']",89850,n.tꞽ,PRON,,der welcher (Relativpronomen),,,0.0,"['𓈖', '𓏏', '𓏏']","['complete', 'complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",100,10,IBUBdyhXKUSiQkuymO4UW4WLlBk,nb.t,nb.t,𓎟𓐰𓏏,𓎟𓏏,"['𓎟', '𓏏']",81660,nb,ADJ,,jeder; alle; irgendein,,,0.0,"['𓎟', '𓏏']","['complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",100,11,IBUBdzqDNQmZBUcCuJ8hWj6Fgsw,m,m,𓅓,𓅓,['𓅓'],400007,m,PREP,,in; zu; an; aus; [lokal],,,0.0,['𓅓'],['complete']
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",100,12,IBUBd0zQKiGxCUKluoRjq439Lqs,ẖ.t,ẖ.t,𓄡𓐰𓏏𓐱𓏤,𓄡𓏏𓏤,"['𓄡', '𓏏', '𓏤']",122080,ẖ.t,NOUN,,Leib; Bauch; Art; Weise,,,0.0,"['𓄡', '𓏏', '𓏤']","['complete', 'complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",100,13,IBUBdypq3lK2MUdApDU06J4hTYM,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",101,3,IBUBd5kt7ccKQ0v3pdF6iOC8Feg,pẖr.t,pẖr.t,𓄲𓐰𓂋𓐱𓏏𓈒𓐰𓏥,𓄲𓂋𓏏𓈒𓏥,"['𓄲', '𓂋', '𓏏', '𓈒', '𓏥']",61950,pẖr.t,NOUN,,Heilmittel (allg.),,,0.0,"['𓄲', '𓂋', '𓏏', '𓈒', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",101,4,IBUBd6qeJdeWgESBgHDjmq88Ss0,n.t,n.t,𓈖𓐰𓏏,𓈖𓏏,"['𓈖', '𓏏']",79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,"['𓈖', '𓏏']","['complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",101,5,IBUBdw6Bgi3BYEkfoH06GpDoZws,sp.w.PL,sp.w.PL,𓊃𓐰𓊪𓐱𓏲𓊗𓐰𓏥,𓊃𓊪𓏲𓊗𓏥,"['𓊃', '𓊪', '𓏲', '𓊗', '𓏥']",132480,zp.w,NOUN,,Krankheitsfall,,,0.0,"['𓊃', '𓊪', '𓏲', '𓊗', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",101,6,IBUBd7aMFXR5mUtDtQ86PAxCHmY,n.w,n.w,𓏌𓏤,𓏌𓏤,"['𓏌', '𓏤']",79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,"['𓏌', '𓏤']","['complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",101,8,IBUBd1sGgWyYKkqNpc7je2bziH4,wšš,wšš,𓅱|lb𓈙𓐰𓈙𓂺,𓅱𓈙𓈙𓂺,"['𓅱', '𓈙', '𓈙', '𓂺']",49950,wzš,VERB,,harnen; ausscheiden,,,0.0,"['𓅱', '𓈙', '𓈙', '𓂺']","['complete', 'complete', 'complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",102,2,IBUBdQaDKyIWHEe5kiyqeMvQhYc,bꞽ.t,bꞽ.t,𓆤𓏏<vacat/>𓏌𓐰𓏥,𓆤𓏏𓏌𓏥,"['𓆤', '𓏏', '𓏌', '𓏥']",54210,bꞽ.t,NOUN,,Honig,,,0.0,"['𓆤', '𓏏', '𓏌', '𓏥']","['complete', 'complete', 'complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",102,3,IBUBd8nEF34Zikdijwxa690u1Uo,1,1,𓏤,𓏤,['𓏤'],850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,['𓏤'],['complete']
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",102,5,IBUBdwuqJ71LUUImt8LhsCbybVw,šꜣšꜣ,šꜣšꜣ,𓆷𓄿𓆷𓄿<vacat/>𓈒𓐰𓏥,𓆷𓄿𓆷𓄿𓈒𓏥,"['𓆷', '𓄿', '𓆷', '𓄿', '𓈒', '𓏥']",151960,šꜣšꜣ,NOUN,,[Frucht (offizinell)],,,0.0,"['𓆷', '𓄿', '𓆷', '𓄿', '𓈒', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
GCM5SJZBKBB7DOKMXH5VSA2FMA,"Medizinische Texte || pEbers || 2,7-25,11 = Eb 4-103: Sammelhandschrift für Bauchbeschwerden",102,6,IBUBdQxnsI3pQkvajAZ6ZPYxjxY,1,1,𓏤,𓏤,['𓏤'],850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,['𓏤'],['complete']
