text,text_name,line,word,ref,frag,norm,unicode_original,unicode_word,unicode,lemma_id,cf,pos,mask,sense,inst,reading,break_perc,unicode_splitted,break
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,1,4,IBcDVRl0JUWKRkNMtIW6UR59E4U,rnp.t-zp,rnp.t-zp,𓆳𓏏𓐰𓊗,𓆳𓏏𓊗,"['𓆳', '𓏏', '𓊗']",850581,rnp.t-zp,NOUN,,Regierungsjahr,,,0.0,"['𓆳', '𓏏', '𓊗']","['complete', 'complete', 'complete']"
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,10,6,IBcDVb8ayMHI3EfyvO0oztkCK4U,3,3,,𓏼,['𓏼'],850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,['𓏼'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,10,7,IBcDVSPZcjEQ2ERQvynq0pDoMZQ,(pr.t),pr.t,<g>Ff100</g>,<g>Ff100</g>,"['<', 'g', '>', 'F', 'f', '1', '0', '0', '<', '/', 'g', '>']",60300,pr.t,NOUN,,Peret-Jahreszeit (Winter),,,0.0,['Ff100'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,10,8,IBcDVaxqD2AVeUcsv91aW4CIHp0,sw,sw,𓇳,𓇳,['𓇳'],129460,sw,NOUN,,Monatstag,,,0.0,['𓇳'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,10,9,IBcDVYH3gQ6090uJrHEknB3UQRc,9,9,𓏼𓐰𓏼𓐰𓏼,𓏼𓏼𓏼,"['𓏼', '𓏼', '𓏼']",850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,"['𓏼', '𓏼', '𓏼']","['complete', 'complete', 'complete']"
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,10,11,IBcDVWWnIKptE0WzhUcx9wP0WP0,__,__,<g>Ff100</g>,<g>Ff100</g>,"['<', 'g', '>', 'F', 'f', '1', '0', '0', '<', '/', 'g', '>']",_,_,_,,_,,,0.0,['Ff100'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,11,2,IBcDVSMlOAVPA0gppWEyvRTHdVE,ḫns.w,ḫns.w,𓐍𓐰𓈖𓇓𓏲,𓐍𓈖𓇓𓏲,"['𓐍', '𓈖', '𓇓', '𓏲']",600577,Ḫns.w,PROPN,artifact,Chons (Monatsname),,,0.0,"['𓐍', '𓈖', '𓇓', '𓏲']","['complete', 'complete', 'complete', 'complete']"
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,11,5,IBcDVWg3eZqPF0NmldfqWCZQQxI,ꜣbd,ꜣbd,𓇹,𓇹,['𓇹'],93,ꜣbd,NOUN,,Monat; Monatsdienst,,,0.0,['𓇹'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,11,6,IBcDVdm6mEmNCE7VqF1fVXamGA0,4,4,,𓏽,['𓏽'],850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,['𓏽'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,11,7,IBcDVfl2twjuqERhsvKrNCEwgPc,(pr.t),pr.t,<g>Ff100</g>,<g>Ff100</g>,"['<', 'g', '>', 'F', 'f', '1', '0', '0', '<', '/', 'g', '>']",60300,pr.t,NOUN,,Peret-Jahreszeit (Winter),,,0.0,['Ff100'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,11,8,IBcDVUt1cxFDxU3KreUWyv6gOhE,sw,sw,𓇳,𓇳,['𓇳'],129460,sw,NOUN,,Monatstag,,,0.0,['𓇳'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,11,9,IBcDVSbkHoWnRElnsP8YS25oIZQ,9,9,𓏼𓐰𓏼𓐰𓏼,𓏼𓏼𓏼,"['𓏼', '𓏼', '𓏼']",850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,"['𓏼', '𓏼', '𓏼']","['complete', 'complete', 'complete']"
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,11,11,IBcDVTgi7yzaWErmv9cJNT1kUYY,__,__,<g>Ff100</g>,<g>Ff100</g>,"['<', 'g', '>', 'F', 'f', '1', '0', '0', '<', '/', 'g', '>']",_,_,_,,_,,,0.0,['Ff100'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,12,2,IBcDVffX6elj1kyxhM0tWAsX6JQ,ḫnt(.ꞽ)-ẖ.t(ꞽ),ḫnt.ꞽ-ẖ.tꞽ,𓏃𓄡𓐰𓏏,𓏃𓄡𓏏,"['𓏃', '𓄡', '𓏏']",118980,Ḫnt.ꞽ-ẖ.tꞽ,PROPN,artifact,[Monatsname]; [2. Monat der Schemu-Jahreszeit],,,0.0,"['𓏃', '𓄡', '𓏏']","['complete', 'complete', 'complete']"
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,12,5,IBcDVemYagxRKE1gmgjhKyvPaew,ꜣbd,ꜣbd,𓇹,𓇹,['𓇹'],93,ꜣbd,NOUN,,Monat; Monatsdienst,,,0.0,['𓇹'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,12,6,IBcDVTFXiFDy3U3jp3slTcdj70E,1,1,𓏤,𓏤,['𓏤'],850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,['𓏤'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,12,7,IBcDVcOrmSwhJkBekjvAMiBs4QU,šm.w,šm.w,𓈙𓐰𓈖𓈖𓐰𓈖,𓈙𓈖𓈖𓈖,"['𓈙', '𓈖', '𓈖', '𓈖']",154850,šm.w,NOUN,,Schemu-Jahreszeit; Sommerzeit,,,0.0,"['𓈙', '𓈖', '𓈖', '𓈖']","['complete', 'complete', 'complete', 'complete']"
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,12,8,IBcDVV3ZQsTTIkiCkVfXOqVAvB4,sw,sw,𓇳,𓇳,['𓇳'],129460,sw,NOUN,,Monatstag,,,0.0,['𓇳'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,12,9,IBcDVQSNQCyH40f5iMGUQKWsbfs,9,9,𓏼𓐰𓏼𓐰𓏼,𓏼𓏼𓏼,"['𓏼', '𓏼', '𓏼']",850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,"['𓏼', '𓏼', '𓏼']","['complete', 'complete', 'complete']"
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,12,11,IBcDVRQOBKlT2EWcoeQeNpHqVFs,__,__,<g>Ff100</g>,<g>Ff100</g>,"['<', 'g', '>', 'F', 'f', '1', '0', '0', '<', '/', 'g', '>']",_,_,_,,_,,,0.0,['Ff100'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,13,2,IBcDVe8PcMQMokaqvWzykahjLzY,ꞽp.t-ḥm.t,ꞽp.t-ḥm.t,𓇋𓊪𓐰𓏏𓍛𓏏,𓇋𓊪𓏏𓍛𓏏,"['𓇋', '𓊪', '𓏏', '𓍛', '𓏏']",24230,"Ꞽp,t-ḥm.t⸗s",PROPN,artifact,[Fest]; [Monatsname]; Ipet-Hemetes (Ersatzbezeichnung für den Monat Epiphi),,,0.0,"['𓇋', '𓊪', '𓏏', '𓍛', '𓏏']","['complete', 'complete', 'complete', 'complete', 'complete']"
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,13,5,IBcDVfuQCc0G3EH3sF4h6Wl8Qio,ꜣbd,ꜣbd,𓇹,𓇹,['𓇹'],93,ꜣbd,NOUN,,Monat; Monatsdienst,,,0.0,['𓇹'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,13,6,IBcDVSJM8cktaUEttHskbSzDR1I,2,2,,𓏻,['𓏻'],850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,['𓏻'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,13,7,IBcDVR6iCwTgRkgRvvHQ3oDCDxs,(šm.w),šm.w,<g>Ff100</g>,<g>Ff100</g>,"['<', 'g', '>', 'F', 'f', '1', '0', '0', '<', '/', 'g', '>']",154850,šm.w,NOUN,,Schemu-Jahreszeit; Sommerzeit,,,0.0,['Ff100'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,13,8,IBcDVbZjwLLr9kr8rkWGQXLOAn0,sw,sw,𓇳,𓇳,['𓇳'],129460,sw,NOUN,,Monatstag,,,0.0,['𓇳'],['complete']
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,13,9,IBcDVVTakWwdgkOSol4K0mxPfP8,9,9,𓏼𓐰𓏼𓐰𓏼,𓏼𓏼𓏼,"['𓏼', '𓏼', '𓏼']",850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,"['𓏼', '𓏼', '𓏼']","['complete', 'complete', 'complete']"
3RU7Z4VQ45CYFIQ4PUGQ3HDJFU,Medizinische Texte || pEbers || [Verso:] Kalender,13,11,IBcDVdMCgjgbv0zdrcs1nVlNdEg,__,__,<g>Ff100</g>,<g>Ff100</g>,"['<', 'g', '>', 'F', 'f', '1', '0', '0', '<', '/', 'g', '>']",_,_,_,,_,,,0.0,['Ff100'],['complete']
