text,text_name,line,word,ref,frag,norm,unicode_original,unicode_word,unicode,lemma_id,cf,pos,mask,sense,inst,reading,break_perc,unicode_splitted,break
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,1,2,IBUBdzzeLV7Mt01PpeE6ecTW50U,ḥꜣ.t-ꜥ,ḥꜣ.t-ꜥ,𓄂𓐰𓂝,𓄂𓂝,"['𓄂', '𓂝']",853378,ḥꜣ.t-ꜥ,NOUN,,"Anfang (von etwas, mit versch. Präpositionen)",,,0.0,"['𓄂', '𓂝']","['complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,7,17,IBUBd0uQLCplV04YuVSIQp5v4kY,nqr.w,nqr.w,𓈖𓐰𓈎𓂋𓐰𓏲𓎅𓏤,𓈖𓈎𓂋𓏲𓎅𓏤,"['𓈖', '𓈎', '𓂋', '𓏲', '𓎅', '𓏤']",89130,nqr,NOUN,,Sieb; Deckel (des mnDm-Korbs),,,0.0,"['𓈖', '𓈎', '𓂋', '𓏲', '𓎅', '𓏤']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,8,1,IBUBd8jzPVXJQEmKsg1k5XdQB1k,ḫꜣi̯,ḫꜣi̯,𓆼𓄿𓂝,𓆼𓄿𓂝,"['𓆼', '𓄿', '𓂝']",113410,ḫꜣi̯,VERB,,wägen; messen,,,0.0,"['𓆼', '𓄿', '𓂝']","['complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,8,3,IBUBd0dmd2fE7kUNoS0aVT4I2Sk,mꞽ.tt,mꞽ.tt,𓏇𓏏𓐰𓏏𓏛,𓏇𓏏𓏏𓏛,"['𓏇', '𓏏', '𓏏', '𓏛']",851472,mꞽ.tꞽt,ADV,,ebenso,,,0.0,"['𓏇', '𓏏', '𓏏', '𓏛']","['complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,8,4,IBUBd0BJqXXdUE5RhU2T1zyab3k,ḫpr.t.PL,ḫpr.t.PL,𓆣𓂋𓐰𓏏𓏪,𓆣𓂋𓏏𓏪,"['𓆣', '𓂋', '𓏏', '𓏪']",116230,ḫpr,VERB,,werden; entstehen; geschehen; existieren,,,0.0,"['𓆣', '𓂋', '𓏏', '𓏪']","['complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,8,5,IBUBd52Bt2RiJEhBrARAOry0oOE,nb.t,nb.t,𓎟𓐰𓏏,𓎟𓏏,"['𓎟', '𓏏']",81660,nb,ADJ,,jeder; alle; irgendein,,,0.0,"['𓎟', '𓏏']","['complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,8,6,IBUBd0xtWDY7J0VQp0elqpp4SbQ,m,m,𓅓,𓅓,['𓅓'],400082,m,PREP,,"in (der Art); von (partitiv); als (Eigenschaft, Material); bestehend aus; in der Eigenschaft als",,,0.0,['𓅓'],['complete']
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,8,7,IBUBd3PowMczuE4km8f33iyDoYo,nꜣ-n,nꜣ-n,𓈖𓐰𓄿𓐰𓈖,𓈖𓄿𓈖,"['𓈖', '𓄿', '𓈖']",550050,nꜣ-n,PRON,,diese [Dem.Pron. pl.c]; diese [Dem.Pron. sg.c],,,0.0,"['𓈖', '𓄿', '𓈖']","['complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,8,8,IBUBdzoS3NO4KEv6iSLu2gCLmU4,pr.t,pr.t,𓉐𓂋𓐰𓏏𓍁𓐰𓈒𓐱𓏥,𓉐𓂋𓏏𓍁𓈒𓏥,"['𓉐', '𓂋', '𓏏', '𓍁', '𓈒', '𓏥']",60310,pr.t,NOUN,,Frucht (einer Pflanze); Saatkorn; Nachkommenschaft (bildl.),,,0.0,"['𓉐', '𓂋', '𓏏', '𓍁', '𓈒', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,9,1,IBUBd4oMgQTntkVCnWPsRfhZ1cA,ꞽri̯,ꞽri̯,𓁹,𓁹,['𓁹'],28550,ꞽri̯,VERB,,machen; tun; fertigen; fungieren als; handeln,,,0.0,['𓁹'],['complete']
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,9,2,IBUBdWg9sCGIJUvDsMg9yYbQeSo,m,m,𓅓,𓅓,['𓅓'],500292,m,PREP,,als (etwas sein); nämlich (etwas); zu (etwas werden); [identifizierend],,,0.0,['𓅓'],['complete']
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,9,3,IBUBdWg30TlgPEvcvIZbQMr1bUo,sp,sp,𓊃𓐰𓊪𓐱𓊗,𓊃𓊪𓊗,"['𓊃', '𓊪', '𓊗']",132330,zp,NOUN,,Rest; Stück,,,0.0,"['𓊃', '𓊪', '𓊗']","['complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,9,4,IBUBd1I7zlvSTUWWl8SaOKWx47Q,2,2,,𓏻,['𓏻'],850814,1...n,NUM,,[Kardinalzahl (ganze Zahlen und Brüche) in Ziffernschreibung],,,0.0,['𓏻'],['complete']
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,9,5,IBUBd1pjmwmMrEpgh3yQiayqjnI,wꜥ,wꜥ,𓌡𓐰𓂝𓐱𓏤,𓌡𓂝𓏤,"['𓌡', '𓂝', '𓏤']",400101,wꜥ,NOUN,,Einer; Einziger,,,0.0,"['𓌡', '𓂝', '𓏤']","['complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,9,6,IBUBd68iQde22k2ZqS3XJqqjqtg,m,m,𓅓,𓅓,['𓅓'],400082,m,PREP,,"in (der Art); von (partitiv); als (Eigenschaft, Material); bestehend aus; in der Eigenschaft als",,,0.0,['𓅓'],['complete']
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,9,7,IBUBd1qDf0yyEkQUsWwvNMQxrrQ,nꜣ-n,nꜣ-n,𓈖𓐰𓄿𓐰𓈖,𓈖𓄿𓈖,"['𓈖', '𓄿', '𓈖']",550050,nꜣ-n,PRON,,diese [Dem.Pron. pl.c]; diese [Dem.Pron. sg.c],,,0.0,"['𓈖', '𓄿', '𓈖']","['complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,9,8,IBUBdxJD98QbBUNmmjiYds7AiNo,pr.t,pr.t,𓉐𓂋𓐰𓏏𓍁𓐰𓈒𓐱𓏥,𓉐𓂋𓏏𓍁𓈒𓏥,"['𓉐', '𓂋', '𓏏', '𓍁', '𓈒', '𓏥']",60310,pr.t,NOUN,,Frucht (einer Pflanze); Saatkorn; Nachkommenschaft (bildl.),,,0.0,"['𓉐', '𓂋', '𓏏', '𓍁', '𓈒', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,9,10,IBUBd2JOoO4pfEU4qSFEUJvWSrg,ky,ky,𓎢𓇋𓇋,𓎢𓇋𓇋,"['𓎢', '𓇋', '𓇋']",400645,ky,NOUN,,der Andere,,,0.0,"['𓎢', '𓇋', '𓇋']","['complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,9,11,IBUBd2ChQMZXAU4QoRLpW5zc8gc,m,m,𓅓,𓅓,['𓅓'],400082,m,PREP,,"in (der Art); von (partitiv); als (Eigenschaft, Material); bestehend aus; in der Eigenschaft als",,,0.0,['𓅓'],['complete']
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,9,12,IBUBdQxBqWRRQ01WiffHqT4tBQ4,sḫr.PL,sḫr.PL,𓋴𓐍𓐰𓂋𓏛𓐰𓏥,𓋴𓐍𓂋𓏛𓏥,"['𓋴', '𓐍', '𓂋', '𓏛', '𓏥']",142820,sḫr,NOUN,,Abfall (von Feldfrüchten),,,0.0,"['𓋴', '𓐍', '𓂋', '𓏛', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,10,1,IBUBd1NDSa1ZckYbiqxjMyCTmGQ,ꞽri̯,ꞽri̯,𓁹,𓁹,['𓁹'],28550,ꞽri̯,VERB,,machen; tun; fertigen; fungieren als; handeln,,,0.0,['𓁹'],['complete']
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,10,2,IBUBdwGWRQBzS0GchtGFOVqSInU,wꜥ,wꜥ,𓌡𓐰𓂝𓐱𓏤,𓌡𓂝𓏤,"['𓌡', '𓂝', '𓏤']",400101,wꜥ,NOUN,,Einer; Einziger,,,0.0,"['𓌡', '𓂝', '𓏤']","['complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,10,3,IBUBd2HmubFiL05bmsL84zIxKPQ,mꞽ,mꞽ,𓏇𓇋,𓏇𓇋,"['𓏇', '𓇋']",67820,mꞽ,PREP,,wie,,,0.0,"['𓏇', '𓇋']","['complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,10,4,IBUBd5lhURWjIko5ruonw3Bkq1M,wꜥ,wꜥ,𓌡𓐰𓂝𓐱𓏤,𓌡𓂝𓏤,"['𓌡', '𓂝', '𓏤']",400101,wꜥ,NOUN,,Einer; Einziger,,,0.0,"['𓌡', '𓂝', '𓏤']","['complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,11,1,IBUBd98TSUlOwk9tmZurPj2zdgE,smn.ḫr,smn.ḫr,𓋴𓏠𓐰𓈖𓍖𓂝𓐍𓐰𓂋,𓋴𓏠𓈖𓍖𓂝𓐍𓂋,"['𓋴', '𓏠', '𓈖', '𓍖', '𓂝', '𓐍', '𓂋']",135100,smn,VERB,,bleiben lassen; festsetzen; einsetzen; stärken,,,0.0,"['𓋴', '𓏠', '𓈖', '𓍖', '𓂝', '𓐍', '𓂋']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,11,2,IBUBd0FNe07PHUQ9hmfTmXsOTHQ,⸗tw,⸗tw,𓏏𓏲,𓏏𓏲,"['𓏏', '𓏲']",170100,⸗tw,PRON,,[Suffix Pron. sg.3.c.],,,0.0,"['𓏏', '𓏲']","['complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,11,3,IBUBd1ao7AJQBkESoofcdVINxtI,ꞽri̯,ꞽri̯,𓁹,𓁹,['𓁹'],28550,ꞽri̯,VERB,,machen; tun; fertigen; fungieren als; handeln,,,0.0,['𓁹'],['complete']
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,11,4,IBUBd5XkZc7tOU3GoDyrjG315R8,m,m,𓅓,𓅓,['𓅓'],64362,m,PREP,,in (Zustand); als (Art und Weise); [modal],,,0.0,['𓅓'],['complete']
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,11,5,IBUBdymucXtyv0fdoqxnKhLdmSo,(ꞽ)ḫ.t,ꞽḫ.t,𓐍𓐰𓏏𓏛𓐰𓏥,𓐍𓏏𓏛𓏥,"['𓐍', '𓏏', '𓏛', '𓏥']",30750,ꞽḫ.t,NOUN,,Sache; Besitz; Speisen; Opfer; Reliquie,,,0.0,"['𓐍', '𓏏', '𓏛', '𓏥']","['complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,11,6,IBUBdxLbZ5NoAkZUn5mTayxGOaU,wꜥ.t,wꜥ.t,𓌡𓐰𓂝𓐱𓏏𓏤,𓌡𓂝𓏏𓏤,"['𓌡', '𓂝', '𓏏', '𓏤']",44150,wꜥ,ADJ,,eins (Zahl); einzig,,,0.0,"['𓌡', '𓂝', '𓏏', '𓏤']","['complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,11,8,IBUBd15oS0BSwkQFhn083XMkLdo,ḥr,ḥr,𓁷𓏤,𓁷𓏤,"['𓁷', '𓏤']",400090,ḥr,PREP,,auf; über; vor; hinter; [lokal],,,0.0,"['𓁷', '𓏤']","['complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,11,9,IBUBd60s7h7S8UNlqsJUPMDmGEI,mw,mw,𓈗,𓈗,['𓈗'],69000,mw,NOUN,,Wasser,,,0.0,['𓈗'],['complete']
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,12,1,IBUBd1fjdh1oMEjbmfY1wspTWlE,ꞽri̯,ꞽri̯,𓁹,𓁹,['𓁹'],28550,ꞽri̯,VERB,,machen; tun; fertigen; fungieren als; handeln,,,0.0,['𓁹'],['complete']
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,12,2,IBUBd5XBWTFuW0xrjCjRlDpT56A,m,m,𓅓,𓅓,['𓅓'],64362,m,PREP,,in (Zustand); als (Art und Weise); [modal],,,0.0,['𓅓'],['complete']
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,12,3,IBUBdxr0G2JavkLfsKFqz6ndhnI,šd.t,šd.t,𓄞𓐰𓂧𓏏𓏌𓐰𓏥,𓄞𓂧𓏏𓏌𓏥,"['𓄞', '𓂧', '𓏏', '𓏌', '𓏥']",158970,šḏ.t,NOUN,,[ein Teig (beim Brotbacken)],,,0.0,"['𓄞', '𓂧', '𓏏', '𓏌', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,12,4,IBUBdzUMEfcPQ06mugMaOPXj8qM,gn.t,gn.t,𓎼𓐰𓈖𓏏𓐰𓈗,𓎼𓈖𓏏𓈗,"['𓎼', '𓈖', '𓏏', '𓈗']",167540,gnn,VERB,,schwach sein; weich sein,,,0.0,"['𓎼', '𓈖', '𓏏', '𓈗']","['complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,13,1,IBUBdxAFijrHhUSYr6cYElhPmjw,rḏi̯.ḫr,rḏi̯.ḫr,𓂋𓐰𓂝𓐍𓐰𓂋,𓂋𓂝𓐍𓂋,"['𓂋', '𓂝', '𓐍', '𓂋']",96700,rḏi̯,VERB,,geben; legen; setzen; zeigen,,,0.0,"['𓂋', '𓂝', '𓐍', '𓂋']","['complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,13,2,IBUBd0jg4Lq7nEdbuBYXR7KmGnk,⸗tw,⸗tw,𓏏𓏲,𓏏𓏲,"['𓏏', '𓏲']",170100,⸗tw,PRON,,[Suffix Pron. sg.3.c.],,,0.0,"['𓏏', '𓏲']","['complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,13,3,IBUBdQMQVvy9qkP2qsGSKkUydhk,m,m,𓅓,𓅓,['𓅓'],400007,m,PREP,,in; zu; an; aus; [lokal],,,0.0,['𓅓'],['complete']
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,13,4,IBUBd9mvVIcRn0zQivsn7vuuP8w,sbḫ,sbḫ,𓋴𓃀𓐍𓏊𓏤,𓋴𓃀𓐍𓏊𓏤,"['𓋴', '𓃀', '𓐍', '𓏊', '𓏤']",131950,sbḫ,NOUN,,Kochtopf,,,0.0,"['𓋴', '𓃀', '𓐍', '𓏊', '𓏤']","['complete', 'complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,13,5,IBUBd1gkMen3vkPhrhTkQdgdsXg,mꜣ(w),mꜣw,𓌳𓄿𓏛,𓌳𓄿𓏛,"['𓌳', '𓄿', '𓏛']",66150,mꜣw,ADJ,,neu,,,0.0,"['𓌳', '𓄿', '𓏛']","['complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,13,6,IBUBd6XYMpoPCEMqgttOlVVN6x0,ḥr,ḥr,𓁷𓏤,𓁷𓏤,"['𓁷', '𓏤']",400090,ḥr,PREP,,auf; über; vor; hinter; [lokal],,,0.0,"['𓁷', '𓏤']","['complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,13,7,IBUBd3MlEiWYl0BYngT7oSRKU1k,ḫ.t,ḫ.t,𓐍𓐰𓏏𓊮,𓐍𓏏𓊮,"['𓐍', '𓏏', '𓊮']",113020,ḫ.t,NOUN,,Feuer; Flamme,,,0.0,"['𓐍', '𓏏', '𓊮']","['complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,14,2,IBUBdwQk6V5Vz0AirDP5JGeCQP4,pfs,pfs,𓊪𓐰𓆑𓋴𓊮,𓊪𓆑𓋴𓊮,"['𓊪', '𓆑', '𓋴', '𓊮']",62180,psi̯,VERB,,kochen; backen; erhitzen,,,0.0,"['𓊪', '𓆑', '𓋴', '𓊮']","['complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,14,3,IBUBdzNcQ0IVJk4WrJQdIETlgqI,ḥr-qd,ḥr-qd,𓁷𓏤𓐪𓂧𓐰𓏌𓐱𓏛,𓁷𓏤𓐪𓂧𓏌𓏛,"['𓁷', '𓏤', '𓐪', '𓂧', '𓏌', '𓏛']",108220,ḥr-qd,ADV,,ganz und gar; durchaus,,,0.0,"['𓁷', '𓏤', '𓐪', '𓂧', '𓏌', '𓏛']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,14,4,IBUBdWC02ZKZDkADoDmCnfdyeDM,r,r,𓂋,𓂋,['𓂋'],91908,r,PREP,,"[mit folgendem Eigenschaftswort, adverbiell]",,,0.0,['𓂋'],['complete']
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,14,5,IBUBd4AHNoLHokRKtS7sMUPI6OM,mnḫ,mnḫ,𓏠𓐰𓈖𓐍𓐰𓍊︂𓏛,𓏠𓈖𓐍𓍊︂𓏛,"['𓏠', '𓈖', '𓐍', '𓍊', '︂', '𓏛']",71080,mnḫ,VERB,,vortrefflich sein; trefflich machen,,,0.0,"['𓏠', '𓈖', '𓐍', '𓍊', '︂', '𓏛']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,15,1,IBUBd0qGDdWueUGPmr0F0ydIQU0,rḫ,rḫ,𓂋𓐰𓐍𓏛,𓂋𓐍𓏛,"['𓂋', '𓐍', '𓏛']",95620,rḫ,VERB,,wissen; kennen; erkennen; wissen dass (mit Verbform),,,0.0,"['𓂋', '𓐍', '𓏛']","['complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,15,2,IBUBd3qrQZSgFUkChyw7JhBoRy0,⸗k,⸗k,𓎢,𓎢,['𓎢'],10110,⸗k,PRON,,[Suffix Pron. sg.2.m.],,,0.0,['𓎢'],['complete']
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,15,3,IBUBd247idMpykz8qDsDXwnQVtM,pfss,pfss,𓊪𓐰𓆑𓋴𓋴𓊮,𓊪𓆑𓋴𓋴𓊮,"['𓊪', '𓆑', '𓋴', '𓋴', '𓊮']",62180,psi̯,VERB,,kochen; backen; erhitzen,,,0.0,"['𓊪', '𓆑', '𓋴', '𓋴', '𓊮']","['complete', 'complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,15,4,IBUBdyPXzX4A1UQJm2PNTvnwYyo,⸗sn,⸗sn,𓋴𓈖𓐰𓏥,𓋴𓈖𓏥,"['𓋴', '𓈖', '𓏥']",10100,⸗sn,PRON,,[Suffix Pron. pl.3.c.],,,0.0,"['𓋴', '𓈖', '𓏥']","['complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,15,5,IBUBd7WzkmHbj0TdmPz1JqdCkLs,ḥr,ḥr,𓁷𓏤,𓁷𓏤,"['𓁷', '𓏤']",107530,ḥr,PREP,,weil (Konjunktion),,,0.0,"['𓁷', '𓏤']","['complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,15,6,IBUBdwKBGTT1uk4Wsca4dE4zZIY,ꜥḫḫ,ꜥḫḫ,𓂝𓐰𓐍𓐍𓊮,𓂝𓐍𓐍𓊮,"['𓂝', '𓐍', '𓐍', '𓊮']",40520,ꜥḫi̯,VERB,,verbrennen; verdunsten,,,0.0,"['𓂝', '𓐍', '𓐍', '𓊮']","['complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,15,7,IBUBd11WavK910qXv76x2swfbLU,mw,mw,𓈗,𓈗,['𓈗'],69000,mw,NOUN,,Wasser,,,0.0,['𓈗'],['complete']
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,15,8,IBUBdzqe7htBF0eHriADSukd5Ww,ꞽr.ꞽ,ꞽr.ꞽ,𓇋𓂋𓐰𓏭,𓇋𓂋𓏭,"['𓇋', '𓂋', '𓏭']",850583,ꞽr.ꞽ,ADJ,,"davon; dessen (Possesivadj., meist invariabel)",,,0.0,"['𓇋', '𓂋', '𓏭']","['complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,15,10,IBUBdw35QfOM6E16oA4KKzBJ44s,ḥr,ḥr,𓁷𓏤,𓁷𓏤,"['𓁷', '𓏤']",107530,ḥr,PREP,,weil (Konjunktion),,,0.0,"['𓁷', '𓏤']","['complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,15,11,IBUBdzcYI3vPmkppiI4HkZHdaiQ,šww,šww,𓆄𓏲𓏲𓇳,𓆄𓏲𓏲𓇳,"['𓆄', '𓏲', '𓏲', '𓇳']",152720,šwi̯,VERB,,trocken sein; austrocknen,,,0.0,"['𓆄', '𓏲', '𓏲', '𓇳']","['complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,15,12,IBUBd690zBQQUk0ctMx49zr0IZc,⸗sn,⸗sn,𓋴𓈖𓐰𓏥,𓋴𓈖𓏥,"['𓋴', '𓈖', '𓏥']",10100,⸗sn,PRON,,[Suffix Pron. pl.3.c.],,,0.0,"['𓋴', '𓈖', '𓏥']","['complete', 'complete', 'complete']"
