text,text_name,line,word,ref,frag,norm,unicode_original,unicode_word,unicode,lemma_id,cf,pos,mask,sense,inst,reading,break_perc,unicode_splitted,break
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",1,1,IBYCRe5PD9FnjU0mmsdYhT8Whq4,[…],[…],,[],[…],,,,,,,,0.0,[],[]
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",36,8,IBUBd1QG123XzU1qmPcqiQfbqeU,[n(.ꞽ)],n.ꞽ,[<shortText>…</shortText>],[…],"['[', '…', ']']",79800,n.ꞽ,ADJ,,von [Genitiv],,,1.0,['…'],['missing']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",36,9,IBUBdyar2yf9V07TqnHvazMv5Mw,[kf.t],kf.t,[<shortText>…</shortText>],[…],"['[', '…', ']']",863016,kf.t,NOUN,,Klaff (einer Wunde),,,1.0,['…'],['missing']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",36,10,IBUBd6GkIb38U0wsnAEKZWkvHrE,[m],m,[<shortText>…</shortText>],[…],"['[', '…', ']']",400007,m,PREP,,in; zu; an; aus; [lokal],,,1.0,['…'],['missing']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",36,11,IBUBd3AuQ0g1DEMhg522rRg9D8o,[tp],tp,[<shortText>…</shortText>],[…],"['[', '…', ']']",170860,tp,NOUN,,Kopf,,,1.0,['…'],['missing']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",36,12,IBUBd3xeshnjHEQkmVvDlNxANk0,⸗[f],⸗f,[<shortText>…</shortText>],[…],"['[', '…', ']']",10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,1.0,['…'],['missing']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",36,13,IBUBd2MiMbaXMEpLvFODODTDExw,[(ꞽ)ꜥr],ꞽꜥr,[<shortText>…</shortText>],[…],"['[', '…', ']']",21770,ꞽꜥr,VERB,,aufsteigen; berühren,,,1.0,['…'],['missing']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",36,14,IBUBdzeCQWfkhEHroxbOJ1ZXypc,[⸮r?],r,[<shortText>…</shortText>],[…],"['[', '…', ']']",91901,r,PREP,,"zu (lok.); bis (lok.); an (lok.); [in Richtung auf (e. Ort, e. Sache, e. Person)]; [lokal]",,,1.0,['…'],['missing']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",36,15,IBUBd9Ykw9yNWUSErmKQ7Vizbak,[qs],qs,[<shortText>…</shortText>],[…],"['[', '…', ']']",162200,qs,NOUN,,Knochen,,,1.0,['…'],['missing']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",36,16,IBUBd9QWqUBimkgno446bpMjC0w,[thm],thm,[<shortText>…</shortText>],[…],"['[', '…', ']']",172980,thm,VERB,,durchstoßen; eindringen; treiben; mobilisieren,,,1.0,['…'],['missing']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",36,17,IBUBd0q3AX60lUmAjn6TiAupFNU,ḏnn.t,ḏnn.t,𓆓𓈖𓐰𓈖𓐱𓏏𓁶,𓆓𓈖𓈖𓏏𓁶,"['𓆓', '𓈖', '𓈖', '𓏏', '𓁶']",184340,ḏnn.t,NOUN,,Schädel; Kopf,,,0.0,"['𓆓', '𓈖', '𓈖', '𓏏', '𓁶']","['complete', 'complete', 'complete', 'complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",36,18,IBUBd6ClJtCWYEvGrGNPfiuf6l4,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",36,19,IBUBd41gaUiQnUgYqo2IINrGboI,mn,mn,𓏠𓐰𓈖𓅪,𓏠𓈖𓅪,"['𓏠', '𓈖', '𓅪']",69660,mn,VERB,,krank sein; leiden (an); verletzen,,,0.0,"['𓏠', '𓈖', '𓅪']","['complete', 'complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",36,20,IBUBdwS1CXIUz0B2pWII0nzyFW0,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",36,21,IBUBd7EeMiVD30CNuuQ0FiV3uX8,ṯs.w,ṯs.w,𓎀𓐰𓊃𓏲𓍞𓏪,𓎀𓊃𓏲𓍞𓏪,"['𓎀', '𓊃', '𓏲', '𓍞', '𓏪']",177260,ṯz.w,NOUN,,Versteifung (im Nacken); Anhäufung,,,0.0,"['𓎀', '𓊃', '𓏲', '𓍞', '𓏪']","['complete', 'complete', 'complete', 'complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",36,22,IBUBdwpl0oo2a0U0tI9HQmrrFqE,m,m,𓅓,𓅓,['𓅓'],400007,m,PREP,,in; zu; an; aus; [lokal],,,0.0,['𓅓'],['complete']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",36,23,IBUBdy9g9eSohUHyv8iP2c3MPn8,nḥb.t,nḥb.t,𓅘𓎛𓃀𓏏𓄹,𓅘𓎛𓃀𓏏𓄹,"['𓅘', '𓎛', '𓃀', '𓏏', '𓄹']",86210,nḥb.t,NOUN,,Nacken; Hals,,,0.0,"['𓅘', '𓎛', '𓃀', '𓏏', '𓄹']","['complete', 'complete', 'complete', 'complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",36,24,IBUBd2QNUQ4UxUu4liTTaLKg3fw,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",36,25,IBUBdwGSbg3Ga0AanOtT0p3CJUQ,mr,mr,𓍋𓅓𓐰𓂋𓅪,𓍋𓅓𓂋𓅪,"['𓍋', '𓅓', '𓂋', '𓅪']",71810,mr,NOUN,,Krankheit; Schmerz,,,0.0,"['𓍋', '𓅓', '𓂋', '𓅪']","['complete', 'complete', 'complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",36,26,IBUBdzRJoYrXuUNMi963nMNJ0Ag,ꞽri̯.y,ꞽri̯.y,𓁹𓑅𓇋,𓁹𓑅𓇋,"['𓁹', '\U00013445', '𓇋']",28550,ꞽri̯,VERB,,machen; tun; fertigen; fungieren als; handeln,,,0.3333333333333333,"['𓁹', '…', '𓇋']","['complete', 'missing', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",36,27,IBUBdWU0z55BpkbUjleubvtW15o,⸗ꞽ,⸗ꞽ,𓀀,𓀀,['𓀀'],10030,⸗ꞽ,PRON,,[Suffix Pron. sg.1.c.],,,0.0,['𓀀'],['complete']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",37,1,IBUBd3uYFDq9XE8Vtx2VwYBBGW4,ꞽr,ꞽr,𓇋𓂋,𓇋𓂋,"['𓇋', '𓂋']",28160,ꞽr,PREP,,was anbetrifft (vorangestellt zur Betonung eines Satzgliedes),,,0.0,"['𓇋', '𓂋']","['complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",37,3,IBUBdzD6qGZnW0oxiIBxjRDHjQw,[…],[…],,[],[…],,,,,,,,0.0,[],[]
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",37,4,IBUBd0NljBDBaUk0oOiqnMwM7v0,[ꞽwf],ꞽwf,[<shortText>…</shortText>],[…],"['[', '…', ']']",22520,ꞽwf,NOUN,,Fleisch; Körper,,,1.0,['…'],['missing']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",37,5,IBUBdxTEGDRYq0IPidAxTwQhV6A,wꜣḏ,wꜣḏ,𓇆𓏛,𓇆𓏛,"['𓇆', '𓏛']",600304,wꜣḏ,ADJ,,grün; frisch; jung,,,0.0,"['𓇆', '𓏛']","['complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",37,6,IBUBd4CXNEaoMk4fmjmFoWjIXcU,hrw,hrw,𓇳𓑅,𓇳𓑅,"['𓇳', '\U00013445']",99060,hrw,NOUN,,Tag,,,0.5,"['𓇳', '…']","['complete', 'missing']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",37,7,IBUBd9sk77yR00XagMtDuFfRAZo,tp.ꞽ,tp.ꞽ,𓁶𓊪𓐰𓏭,𓁶𓊪𓏭,"['𓁶', '𓊪', '𓏭']",171460,tp.ꞽ,ADJ,,erster,,,0.0,"['𓁶', '𓊪', '𓏭']","['complete', 'complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",37,8,IBUBdQPWXR6fGkMymT2NiFKoS8I,ḥr,ḥr,𓁷𓏤,𓁷𓏤,"['𓁷', '𓏤']",400090,ḥr,PREP,,auf; über; vor; hinter; [lokal],,,0.0,"['𓁷', '𓏤']","['complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",37,9,IBUBd5pURCu6ZUldiszS6rjUoq0,wbn.w,wbn.w,𓏲𓃀𓈖𓐰𓏌𓐱𓏲𓂐,𓏲𓃀𓈖𓏌𓏲𓂐,"['𓏲', '𓃀', '𓈖', '𓏌', '𓏲', '𓂐']",45190,wbn.w,NOUN,,offene Wunde; Verletzung,,,0.0,"['𓏲', '𓃀', '𓈖', '𓏌', '𓏲', '𓂐']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",37,10,IBUBd8rUUJl7TEKBnc88swI83Qw,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",38,1,IBUBdWoMwkQQT0CDkMuCESP1JBc,ꞽmi̯,ꞽmi̯,𓇋𓅓𓂜,𓇋𓅓𓂜,"['𓇋', '𓅓', '𓂜']",25170,ꞽmi̯,VERB,,nicht sein; nicht sollen; [Negativverb],,,0.0,"['𓇋', '𓅓', '𓂜']","['complete', 'complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",38,2,IBUBdwE0WxnNjU09vlTyoaXOSPg,⸗k,⸗k,𓎢,𓎢,['𓎢'],10110,⸗k,PRON,,[Suffix Pron. sg.2.m.],,,0.0,['𓎢'],['complete']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",38,3,IBUBd00JVvVlGUZ2stiXVCc59WY,wt,wt,𓐎𓐰𓏏𓀜,𓐎𓏏𓀜,"['𓐎', '𓏏', '𓀜']",50980,wt,VERB,,einwickeln; verbinden; fesseln,,,0.0,"['𓐎', '𓏏', '𓀜']","['complete', 'complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",38,4,IBUBd48pwVwTxUGhpPcDjdiXXYc,sw,sw,𓇓𓏲,𓇓𓏲,"['𓇓', '𓏲']",129490,sw,PRON,,er [Enkl. Pron. sg.3.m.]; sich [Enkl. Pron. sg.3.m.]; ihn [Enkl. Pron. sg.3.m.],,,0.0,"['𓇓', '𓏲']","['complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",39,1,IBUBd9jtwyUQPULPoqTbHQulxiU,(w)di̯,wdi̯,𓂧,𓂧,['𓂧'],51550,wdi̯+(r)+(tꜣ),VERB,,auf die Erde legen; landen,,,0.0,['𓂧'],['complete']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",39,2,IBUBdQzffLQUVEujlWZw5xVx4Ic,r,r,𓂋,𓂋,['𓂋'],91901,r,PREP,,"zu (lok.); bis (lok.); an (lok.); [in Richtung auf (e. Ort, e. Sache, e. Person)]; [lokal]",,,0.0,['𓂋'],['complete']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",39,3,IBUBd2l8uZWre0YcnrU6LfI1IUs,tꜣ,tꜣ,𓇾𓐰𓏤𓐱𓈇,𓇾𓏤𓈇,"['𓇾', '𓏤', '𓈇']",400576,tꜣ,NOUN,,Erde; Erdreich (stofflich),,,0.0,"['𓇾', '𓏤', '𓈇']","['complete', 'complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",39,5,IBUBd3CAxr9VukMys7GrYseSIlg,[ḥr],ḥr,[<shortText>…</shortText>],[…],"['[', '…', ']']",400090,ḥr,PREP,,auf; über; vor; hinter; [lokal],,,1.0,['…'],['missing']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",39,6,IBUBdyX3NAInQ0ltp4pnu7EbLSk,[mnꞽ.PL],mnꞽ.PL,[<shortText>…</shortText>],[…],"['[', '…', ']']",863006,mnꞽ.w,NOUN,,Ruhebett,,,1.0,['…'],['missing']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",39,7,IBUBd5ISAQ0pOktxqw36GNjlE0U,⸗[f],⸗f,[<shortText>…</shortText>],[…],"['[', '…', ']']",10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,1.0,['…'],['missing']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",39,8,IBUBd84oNpcrWUlQjrFWIvnuVu8,[r],r,[<shortText>…</shortText>],[…],"['[', '…', ']']",91910,r,PREP,,so dass; bis dass (Konjunktion),,,1.0,['…'],['missing']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",39,9,IBUBd0MfRmtSn07hoQiqemfHrO4,[swꜣi̯],swꜣi̯,[<shortText>…</shortText>],[…],"['[', '…', ']']",129740,swꜣi̯,VERB,,vorbeigehen; passieren,,,1.0,['…'],['missing']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",39,10,IBUBdwfc4yr3DUIYuHsxFsNbark,[ꜣ.t],ꜣ.t,[<shortText>…</shortText>],[…],"['[', '…', ']']",5,ꜣ.t,NOUN,,Zeitpunkt; Augenblick; Zeit (allg.),,,1.0,['…'],['missing']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",39,11,IBUBdzN81QJp6kWnkPvrIIH2O9k,[ꞽh],ꞽh,[<shortText>…</shortText>],[…],"['[', '…', ']']",174,ꜣh.w,NOUN,,Schmerz,,,1.0,['…'],['missing']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",39,12,IBUBd7OJpYGv8U4uu4GtTd6zUgk,⸗[f],⸗f,[<shortText>…</shortText>],[…],"['[', '…', ']']",10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,1.0,['…'],['missing']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",40,1,IBUBdQs3SSbGkUgkvIBOepnT9OQ,[srw]ḫ,srwḫ,[<shortText>…</shortText>]𓐍𓐰𓏛,[…]𓐍𓏛,"['[', '…', ']', '𓐍', '𓏛']",139310,srwḫ,VERB,,behandeln; pflegen,,,0.3333333333333333,"['…', '𓐍', '𓏛']","['missing', 'complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",40,2,IBUBdxWH38QaFkw3vlkVeNgMBC4,⸗k,⸗k,𓎢,𓎢,['𓎢'],10110,⸗k,PRON,,[Suffix Pron. sg.2.m.],,,0.0,['𓎢'],['complete']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",40,3,IBUBdzkhIFf9bkHGmy826GHiaT0,sw,sw,𓇓𓏲,𓇓𓏲,"['𓇓', '𓏲']",129490,sw,PRON,,er [Enkl. Pron. sg.3.m.]; sich [Enkl. Pron. sg.3.m.]; ihn [Enkl. Pron. sg.3.m.],,,0.0,"['𓇓', '𓏲']","['complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",40,4,IBUBdzgMAw0vGUxghJYNaWRN1Wo,[m]-ḫt,m-ḫt,[<shortText>…</shortText>]𓆱𓐰𓐍𓐱𓏏𓂻,[…]𓆱𓐍𓏏𓂻,"['[', '…', ']', '𓆱', '𓐍', '𓏏', '𓂻']",65310,m-ḫt,ADV,,danach; dahinter,,,0.2,"['…', '𓆱', '𓐍', '𓏏', '𓂻']","['missing', 'complete', 'complete', 'complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",40,5,IBUBd9mrq93rsU6yuoLopkgwovA,m,m,𓅓,𓅓,['𓅓'],64364,m,PREP,,mittels; durch (etwas); [instrumental],,,0.0,['𓅓'],['complete']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",40,6,IBUBd5RAgZgZ80HZs8zYM5DxTAo,mrḥ.t,mrḥ.t,𓌻𓐰𓂋𓎛𓏏𓐰𓏌,𓌻𓂋𓎛𓏏𓏌,"['𓌻', '𓂋', '𓎛', '𓏏', '𓏌']",72840,mrḥ.t,NOUN,,Fett (allg.); Salböl,,,0.0,"['𓌻', '𓂋', '𓎛', '𓏏', '𓏌']","['complete', 'complete', 'complete', 'complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",40,7,IBUBd9K7F3x1pUiBsWCcGWIx2zU,bꞽ.t,bꞽ.t,𓆤𓏏𓐰𓏯𓏌𓐰𓏥,𓆤𓏏𓏯𓏌𓏥,"['𓆤', '𓏏', '𓏯', '𓏌', '𓏥']",54210,bꞽ.t,NOUN,,Honig,,,0.0,"['𓆤', '𓏏', '𓏯', '𓏌', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",40,8,IBUBd9thuLxVTkLdm7IDIuli0rc,ftt,ftt,𓆑𓐰𓏏𓐱𓏏𓄦,𓆑𓏏𓏏𓄦,"['𓆑', '𓏏', '𓏏', '𓄦']",64200,ftt,NOUN,,"[pflanzlicher Faserstoff (Faserbausch, gezupftes Leinen)]",,,0.0,"['𓆑', '𓏏', '𓏏', '𓄦']","['complete', 'complete', 'complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",40,9,IBUBdW9Wa2FEvUcmsDwZQhc7814,rꜥ-nb,rꜥ-nb,𓇳𓏤𓎟,𓇳𓏤𓎟,"['𓇳', '𓏤', '𓎟']",93320,rꜥw-nb,ADV,,jeden Tag; täglich,,,0.0,"['𓇳', '𓏤', '𓎟']","['complete', 'complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",40,10,IBUBdyIiOOsnHU9Lj4WuWHpur6w,r,r,𓂋,𓂋,['𓂋'],91910,r,PREP,,so dass; bis dass (Konjunktion),,,0.0,['𓂋'],['complete']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",40,11,IBUBdW8Q2RRYZEHfkU5Wv9BPQYI,nḏm,nḏm,𓇛𓅓𓏛,𓇛𓅓𓏛,"['𓇛', '𓅓', '𓏛']",500020,nḏm,VERB,,süß sein; angenehm sein; froh sein,,,0.0,"['𓇛', '𓅓', '𓏛']","['complete', 'complete', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",40,12,IBUBdyTvuoQ62E5OouAN8me75B4,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",41,2,IBUBdyWRT51jxEZvr55FJ5FoO5w,[ꞽr],ꞽr,[<shortText>…</shortText>],[…],"['[', '…', ']']",28160,ꞽr,PREP,,was anbetrifft (vorangestellt zur Betonung eines Satzgliedes),,,1.0,['…'],['missing']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",41,3,IBUBd5jTDo8lukVcnWVuQ2Zne9I,[…],[…],,[],[…],,,,,,,,0.0,[],[]
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",41,4,IBUBd1ywoQ0ccElfrgP8agruGAY,[__],__,[<shortText>…</shortText>]𓂻,[…]𓂻,"['[', '…', ']', '𓂻']",850836,__,VERB,,[Verb],,,0.5,"['…', '𓂻']","['missing', 'complete']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",41,5,IBUBd88ExApr7ELCnQMMWLfck4E,ḏnn.t,ḏnn.t,𓆓𓈖𓐰𓈖𓐱𓏏[<shortText>…</shortText>],𓆓𓈖𓈖𓏏[…],"['𓆓', '𓈖', '𓈖', '𓏏', '[', '…', ']']",184340,ḏnn.t,NOUN,,Schädel; Kopf,,,0.2,"['𓆓', '𓈖', '𓈖', '𓏏', '…']","['complete', 'complete', 'complete', 'complete', 'missing']"
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",41,6,IBUBd2TwatKXM0nckXxpOzFQn3I,⸗f,⸗f,𓆑𓑕,𓆑𓑕,"['𓆑', '\U00013455']",10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.5,['𓆑'],['damaged']
MXIKFZQQA5FEBCWBT4USMABY44,"Medizinische Texte || pEdwin Smith || 1.1-9.18: Wundenbuch, Kopfverletzungen (Fall 1-27)",41,7,IBUBdyQW2KaiH0ZRuzn9a54xZgw,sd,sd,𓋴𓂧𓐰𓈄𓐱𓏴,𓋴𓂧𓈄𓏴,"['𓋴', '𓂧', '𓈄', '𓏴']",150120,sḏ,NOUN,,Bruch (Fraktur),,,0.0,"['𓋴', '𓂧', '𓈄', '𓏴']","['complete', 'complete', 'complete', 'complete']"
