text,text_name,line,word,ref,frag,norm,unicode_original,unicode_word,unicode,lemma_id,cf,pos,mask,sense,inst,reading,break_perc,unicode_splitted,break
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",2,2,IBYCeHA0p4jgAEx8ove2UWsCzu4,šsꜣ.w,šsꜣ.w,𓄃𓏲𓏛𓐰𓏥,𓄃𓏲𓏛𓏥,"['𓄃', '𓏲', '𓏛', '𓏥']",157100,šsꜣ.w,NOUN,,Diagnostik; Heilkunde,,,0.0,"['𓄃', '𓏲', '𓏛', '𓏥']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",44,8,IBYCdNSUHVRD3EwVvjV9uejqXLc,pw,pw,𓊪𓏲,𓊪𓏲,"['𓊪', '𓏲']",59741,pw,PRON,,[Zweitnomen (zweigliedriger NS)]; [Kopula (dreigliedriger NS)],,,0.0,"['𓊪', '𓏲']","['complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",44,9,IBYCdCYQAumhW0INm4A2HyuSgjQ,{m-bꜣḥ},,𓅓𓂺𓐰𓏛,𓅓𓂺𓏛,"['𓅓', '𓂺', '𓏛']",64750,m-bꜣḥ,PREP,,vor (lokal); in Gegenwart von; vor (temporal),,,0.0,"['𓅓', '𓂺', '𓏛']","['complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",44,10,IBYCdLb5gr44kEnysB52AQE6SiU,⟨m⟩,m,,,[],400007,m,PREP,,in; zu; an; aus; [lokal],,,0.0,[],[]
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",44,11,IBYCdLNlN0pm1E5hmA8OlfR3fYA,⟨bꜣḥ⟩,bꜣḥ,,,[],53510,bꜣḥ,NOUN,,Phallus,,,0.0,[],[]
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",44,12,IBYCdEE4bhyhAUFfjoNcZZmq3oc,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",44,13,IBYCdBHm1WkO1Ejaiov32wPfUqo,n,n,𓂜,𓂜,['𓂜'],78890,n,PART,,[Negationswort],,,0.0,['𓂜'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",44,14,IBYCdElilpiug0GxqCrrtfh6NLE,sꜣ⟨q⟩.n,sꜣq.n,𓋴𓐟𓄿𓆌𓏛𓐰𓈖,𓋴𓐟𓄿𓆌𓏛𓈖,"['𓋴', '𓐟', '𓄿', '𓆌', '𓏛', '𓈖']",127330,sꜣq,VERB,,zusammenfügen; sich zusammennehmen,,,0.0,"['𓋴', '𓐟', '𓄿', '𓆌', '𓏛', '𓈖']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",44,15,IBYCdEabwmRku0BGm9dcFMuChu4,⸗s,⸗s,𓋴,𓋴,['𓋴'],10090,⸗s,PRON,,[Suffix Pron.sg.3.f.],,,0.0,['𓋴'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",44,16,IBYCdHjlnt1JAU8WqwAQ85nORD0,n,n,𓈖,𓈖,['𓈖'],400055,n,PREP,,zu (jmd.); für (jmd.); [Dativ: Nutzen]; zu (jmd.) gehörig (poss.),,,0.0,['𓈖'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",44,17,IBYCdKrEWiPNyUiWtnrdfZbV9Nw,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",46,2,IBYCdAhQrZWd5kYmkyAR4e1aXN0,šsꜣ.w,šsꜣ.w,𓄃𓏲𓏛𓐰𓏥,𓄃𓏲𓏛𓏥,"['𓄃', '𓏲', '𓏛', '𓏥']",157100,šsꜣ.w,NOUN,,Diagnostik; Heilkunde,,,0.0,"['𓄃', '𓏲', '𓏛', '𓏥']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",46,3,IBYCdHFa3alnnkvGjSYA20XOtnA,nsw.t,nsw.t,𓈖𓐰𓄓𓊃𓅱𓐰𓏏𓏪,𓈖𓄓𓊃𓅱𓏏𓏪,"['𓈖', '𓄓', '𓊃', '𓅱', '𓏏', '𓏪']",88020,nsw.t,NOUN,,[Krankheit am Nackenwirbel],,,0.0,"['𓈖', '𓄓', '𓊃', '𓅱', '𓏏', '𓏪']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",46,4,IBYCdBjEccIQE01ngH3VtVgiSOM,m,m,𓅓,𓅓,['𓅓'],400007,m,PREP,,in; zu; an; aus; [lokal],,,0.0,['𓅓'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",46,5,IBYCdJRkplbonkQyhDcyUWkQgo4,ṯ(ꜣ)z,ṯꜣz,𓋭𓐰𓏤,𓋭𓏤,"['𓋭', '𓏤']",176810,ṯꜣz,NOUN,,Wirbelknochen; Wirbelsäule,,,0.0,"['𓋭', '𓏤']","['complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",46,6,IBYCdCkLowKFikUelekIOOGV2QE,n(.ꞽ),n.ꞽ,𓈖,𓈖,['𓈖'],79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,['𓈖'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",46,7,IBYCdO9jPiO1OUiBvrGT9UQMpEI,nḥb.t,nḥb.t,𓅘𓎛𓃀𓐰𓏏𓐱𓄹,𓅘𓎛𓃀𓏏𓄹,"['𓅘', '𓎛', '𓃀', '𓏏', '𓄹']",86210,nḥb.t,NOUN,,Nacken; Hals,,,0.0,"['𓅘', '𓎛', '𓃀', '𓏏', '𓄹']","['complete', 'complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",46,8,IBYCdLi6XFcPaUQxl7Z9wiQyghk,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",47,1,IBYCdB5bczHpJ0pUtjFsBrysUW0,ꞽr,ꞽr,𓇋𓂋,𓇋𓂋,"['𓇋', '𓂋']",28150,ꞽr,PREP,,wenn (konditional); wenn (temporal); als (temporal),,,0.0,"['𓇋', '𓂋']","['complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",47,2,IBYCdOqscZOfPENnrzNLYSaLxHE,ḫꜣi̯,ḫꜣi̯,𓂡,𓂡,['𓂡'],113400,ḫꜣi̯,VERB,,untersuchen (med.),,,0.0,['𓂡'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",47,3,IBYCdFao16D10EDJktlk8mQOLOI,⸗k,⸗k,𓎢,𓎢,['𓎢'],10110,⸗k,PRON,,[Suffix Pron. sg.2.m.],,,0.0,['𓎢'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",47,4,IBYCdFWibi0WzUrrnwbH3gNvNxU,z,z,𓊃𓐰𓀀𓐱𓏤,𓊃𓀀𓏤,"['𓊃', '𓀀', '𓏤']",125010,z,NOUN,,Mann; Person; Wesen,,,0.0,"['𓊃', '𓀀', '𓏤']","['complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",47,5,IBYCdPaOU53WmEgQvNsNur6BuWk,n(.ꞽ),n.ꞽ,𓈖,𓈖,['𓈖'],850788,n.ꞽ,ADJ,,"gehörig zu (Gebrauch außerhalb des Genitivs, possessiv)",,,0.0,['𓈖'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",47,6,IBYCdM78xkW9d0n3jDIXLbdayFE,nsw.t,nsw.t,𓈖𓐰𓄓𓊃𓅱𓐰𓏏𓏪,𓈖𓄓𓊃𓅱𓏏𓏪,"['𓈖', '𓄓', '𓊃', '𓅱', '𓏏', '𓏪']",88020,nsw.t,NOUN,,[Krankheit am Nackenwirbel],,,0.0,"['𓈖', '𓄓', '𓊃', '𓅱', '𓏏', '𓏪']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",47,7,IBYCdI7vt5PuDEPYjabjkIP4ZhQ,m,m,𓅓,𓅓,['𓅓'],400007,m,PREP,,in; zu; an; aus; [lokal],,,0.0,['𓅓'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",47,8,IBYCdPbPmkCSEkz9g5wsnugaD28,ṯ(ꜣ)z,ṯꜣz,𓋭𓐰𓏤,𓋭𓏤,"['𓋭', '𓏤']",176810,ṯꜣz,NOUN,,Wirbelknochen; Wirbelsäule,,,0.0,"['𓋭', '𓏤']","['complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",47,9,IBYCdPW6Kq9YPEyQmvLX8WdxlZ4,n(.ꞽ),n.ꞽ,𓈖,𓈖,['𓈖'],79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,['𓈖'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",47,10,IBYCdOPaoTxFEEmFmT3WaXCtLQw,nḥb.t,nḥb.t,𓅘𓎛𓃀𓏏𓐰𓄹,𓅘𓎛𓃀𓏏𓄹,"['𓅘', '𓎛', '𓃀', '𓏏', '𓄹']",86210,nḥb.t,NOUN,,Nacken; Hals,,,0.0,"['𓅘', '𓎛', '𓃀', '𓏏', '𓄹']","['complete', 'complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",47,11,IBYCdC6No36A20QQvERTDYuXUDY,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",47,13,IBYCdLoOvxy3C0sztFUZwaeXWO8,ꞽw,ꞽw,𓇋𓏲,𓇋𓏲,"['𓇋', '𓏲']",851515,ꞽw,PART,,[zur Satzmarkierung und in komplexen Verbformen],,,0.0,"['𓇋', '𓏲']","['complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",47,14,IBYCdBVCwF4mfUw7vW1BIuViZps,ḥr,ḥr,𓁷𓐰𓂋𓏤,𓁷𓂋𓏤,"['𓁷', '𓂋', '𓏤']",107510,ḥr,NOUN,,Gesicht; Ansicht; Aufmerksamkeit; Vorderseite,,,0.0,"['𓁷', '𓂋', '𓏤']","['complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",47,15,IBYCdPJhOAsA9Uovgh89GFphrs4,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",47,16,IBYCdFUOm16YDUB1o6ivA9wyjYE,mn,mn,𓏠𓐰𓈖𓏛,𓏠𓈖𓏛,"['𓏠', '𓈖', '𓏛']",69590,mn,VERB,,bleiben; fortdauern; gefestigt sein; unbeweglich sein,,,0.0,"['𓏠', '𓈖', '𓏛']","['complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",48,1,IBYCdLkukb3vM0wWvxmjfAGNPZk,n,n,𓂜,𓂜,['𓂜'],78890,n,PART,,[Negationswort],,,0.0,['𓂜'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",48,2,IBYCdGLFXyvnIU6Xt8WKaGcwPFY,pẖr.n,pẖr.n,𓄲𓐰𓂋𓂻𓐰𓈖,𓄲𓂋𓂻𓈖,"['𓄲', '𓂋', '𓂻', '𓈖']",61900,pẖr,VERB,,umhergehen; umwenden; zirkulieren; umgeben; durchziehen,,,0.0,"['𓄲', '𓂋', '𓂻', '𓈖']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",48,3,IBYCdMnktXJ8W0ACrWHYBbAcTzk,n,n,𓈖,𓈖,['𓈖'],400055,n,PREP,,zu (jmd.); für (jmd.); [Dativ: Nutzen]; zu (jmd.) gehörig (poss.),,,0.0,['𓈖'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",48,4,IBYChTefJJVAFUMWhhcqOSL1HP0,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",48,5,IBYCdMuAMlECFUPCv73lW6s3eFA,nḥb.t,nḥb.t,𓅘𓎛𓃀𓏏𓐰𓄹,𓅘𓎛𓃀𓏏𓄹,"['𓅘', '𓎛', '𓃀', '𓏏', '𓄹']",86210,nḥb.t,NOUN,,Nacken; Hals,,,0.0,"['𓅘', '𓎛', '𓃀', '𓏏', '𓄹']","['complete', 'complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",48,6,IBYCdHN0J2qnMkjJhtfs1RClQGw,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",49,1,IBYCdClh3EnvFEnuhnky2bbBvNs,ḏd.ḫr,ḏd.ḫr,𓆓𓂧𓐍𓐰𓂋,𓆓𓂧𓐍𓂋,"['𓆓', '𓂧', '𓐍', '𓂋']",185810,ḏd,VERB,,sagen; mitteilen,,,0.0,"['𓆓', '𓂧', '𓐍', '𓂋']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",49,2,IBYCdIcC5yCFXERFvHfcXjaYiFo,⸗k,⸗k,𓎢,𓎢,['𓎢'],10110,⸗k,PRON,,[Suffix Pron. sg.2.m.],,,0.0,['𓎢'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",49,3,IBYCdGvSRYu6xEI9ulKdHyquKpc,n,n,𓈖,𓈖,['𓈖'],400055,n,PREP,,zu (jmd.); für (jmd.); [Dativ: Nutzen]; zu (jmd.) gehörig (poss.),,,0.0,['𓈖'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",49,4,IBYCdIaiubd8pkNoiBAoOAEVWH0,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",49,5,IBYCdMcPn9C1bUlenBNmSlyoZEE,dgꜣ,dgꜣ,𓂧𓐰𓎼𓄿𓁹,𓂧𓎼𓄿𓁹,"['𓂧', '𓎼', '𓄿', '𓁹']",181140,dgi̯,VERB,,sehen; blicken,,,0.0,"['𓂧', '𓎼', '𓄿', '𓁹']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",49,6,IBYCdBNd0xpYHUDFl2DUu7pLPjo,n,n,𓈖,𓈖,['𓈖'],78873,n,PREP,,hin zu; von her; [Dativ: Richtung],,,0.0,['𓈖'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",49,7,IBYCdDgEIse7wkViqdeh0timpDo,šnb.t,šnb.t,𓈙𓐰𓈖𓃀𓏏𓐰𓄹,𓈙𓈖𓃀𓏏𓄹,"['𓈙', '𓈖', '𓃀', '𓏏', '𓄹']",156060,šnb.t,NOUN,,Brust; vorderer Rumpf; Kehle,,,0.0,"['𓈙', '𓈖', '𓃀', '𓏏', '𓄹']","['complete', 'complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",49,8,IBYCdEPvmWHUoEGtkYDfmosQv2o,⸗k,⸗k,𓎢,𓎢,['𓎢'],10110,⸗k,PRON,,[Suffix Pron. sg.2.m.],,,0.0,['𓎢'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",49,9,IBYCdJkvSGtP0EiVpuNX7NCIgXc,ḥnꜥ,ḥnꜥ,𓎛𓈖𓐰𓂝,𓎛𓈖𓂝,"['𓎛', '𓈖', '𓂝']",550300,ḥnꜥ,PREP,,und (Koordination von Substantiv/-formen); sowie (Konjunktion); ferner; und (Koordination von Verben),,,0.0,"['𓎛', '𓈖', '𓂝']","['complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",49,11,IBYCdEWxOuil70Hxj1cAblP5Pio,qꜥḥ.DU,qꜥḥ.DU,𓈎𓐰𓂝𓎛𓂢𓐰𓂢,𓈎𓂝𓎛𓂢𓂢,"['𓈎', '𓂝', '𓎛', '𓂢', '𓂢']",159830,qꜥḥ,NOUN,,Oberarm; Schulter,,,0.0,"['𓈎', '𓂝', '𓎛', '𓂢', '𓂢']","['complete', 'complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",49,12,IBYCdAzSRrjvQEikozdTRIvmpxE,⸗k(ꞽ),⸗kꞽ,𓎢,𓎢,['𓎢'],851169,⸗kꞽ,PRON,,[Suffix Pron. sg.2.m. nach Dual],,,0.0,['𓎢'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",50,1,IBYCdB9JkPsQN0miiAI8wwOmWFk,n,n,𓂜,𓂜,['𓂜'],78890,n,PART,,[Negationswort],,,0.0,['𓂜'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",50,2,IBYCdJ6YDP7JPU1SvMftZcfpVes,gmi̯.n,gmi̯.n,𓅠𓅓𓈖,𓅠𓅓𓈖,"['𓅠', '𓅓', '𓈖']",167210,gmi̯,VERB,,finden; entdecken; vorfinden; in der Lage sein,,,0.0,"['𓅠', '𓅓', '𓈖']","['complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",50,3,IBYCdMeWyywJlU3cgqaGr8zos24,{n}⸗f,⸗f,𓈖𓐰𓆑,𓈖𓆑,"['𓈖', '𓆑']",10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,"['𓈖', '𓆑']","['complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",50,4,IBYCdNTvRY3HWUQJntZUu5gmpi4,pẖr,pẖr,𓊪𓐰𓄡𓂋𓐰𓄲𓂻,𓊪𓄡𓂋𓄲𓂻,"['𓊪', '𓄡', '𓂋', '𓄲', '𓂻']",61900,pẖr,VERB,,umhergehen; umwenden; zirkulieren; umgeben; durchziehen,,,0.0,"['𓊪', '𓄡', '𓂋', '𓄲', '𓂻']","['complete', 'complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",50,5,IBYCdDRSQRAVvk4PkgXc84xOhOc,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",50,6,IBYCdMnx5VyjP0K8qTPKTM5t9Gc,ḥr,ḥr,𓁷𓐰𓂋𓏤,𓁷𓂋𓏤,"['𓁷', '𓂋', '𓏤']",107510,ḥr,NOUN,,Gesicht; Ansicht; Aufmerksamkeit; Vorderseite,,,0.0,"['𓁷', '𓂋', '𓏤']","['complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",50,7,IBYCdDSH3i9n10bQpQx0psJV0iE,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",50,8,IBYCdOZJtdA8JEFKl65G2jvc6rc,dgꜣ,dgꜣ,𓂧𓐰𓎼𓄿𓁹,𓂧𓎼𓄿𓁹,"['𓂧', '𓎼', '𓄿', '𓁹']",181140,dgi̯,VERB,,sehen; blicken,,,0.0,"['𓂧', '𓎼', '𓄿', '𓁹']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",50,9,IBYCdB6wel1dWEvOjr9snwRqytw,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",50,10,IBYCdEeDKdnef0BeqczFaL4sg6E,n,n,𓂜,𓂜,['𓂜'],78873,n,PREP,,hin zu; von her; [Dativ: Richtung],,,0.0,['𓂜'],['complete']
